09 Jul 2004,22.93,24.25,20.5,21.78,9930,,,,
12 Jul 2004,23.38,23.5,22,22.95,7130,,,,
13 Jul 2004,23.45,23.45,22.38,22.85,4107,,,,
14 Jul 2004,22.95,23,22.1,22.38,2771,,,,
15 Jul 2004,22.25,22.75,22.15,22.25,1536,,,,
16 Jul 2004,22.7,23,21.95,22.75,3366,,,,
19 Jul 2004,23.9,25,22.88,23.33,26583,,,,
20 Jul 2004,24,24.58,23.5,23.63,21503,,,,
21 Jul 2004,23.33,24.63,23.3,24.28,24810,,,,
22 Jul 2004,24.3,24.75,23.88,24.03,4088,,,,
23 Jul 2004,24,24.45,23.2,23.3,3734,,,,
26 Jul 2004,23.25,24.45,23.25,23.83,4322,,,,
27 Jul 2004,23.95,24.5,23.5,23.8,4091,,,,
28 Jul 2004,23.5,23.5,22.78,22.95,1541,,,,
29 Jul 2004,23.48,23.48,23,23,1400,,,,
30 Jul 2004,23.63,24.5,23,23.38,19744,,,,
02 Aug 2004,24.13,24.15,23,23,13329,,,,
03 Aug 2004,22.98,23.3,21.75,22.03,4077,,,,
04 Aug 2004,22.5,22.75,22,22.05,1807,,,,
05 Aug 2004,22,22.95,21.75,22.28,17853,,,,
06 Aug 2004,22.73,23.95,22.73,23.78,15505,,,,
09 Aug 2004,23.85,24.63,23.5,24.2,38607,,,,
10 Aug 2004,24.38,24.95,24.25,24.45,11899,,,,
11 Aug 2004,24.25,24.3,23.5,23.55,7174,,,,
12 Aug 2004,22.65,24.25,22.65,24.03,6248,,,,
13 Aug 2004,23.55,24,23.35,23.83,5205,,,,
16 Aug 2004,24,24,23.08,23.28,3597,,,,
17 Aug 2004,22.88,24.05,22.88,23.15,4151,,,,
18 Aug 2004,24,24,22.55,22.75,16689,,,,
19 Aug 2004,21.55,26.5,21.55,24.53,466381,,,,
20 Aug 2004,24.45,25.5,23.53,24.03,35333,,,,
23 Aug 2004,23.25,24,23.25,23.5,18250,,,,
24 Aug 2004,23.75,24,23.5,23.68,3525,,,,
25 Aug 2004,23.38,23.73,23.38,23.5,2410,,,,
26 Aug 2004,23.55,24,23.43,23.73,8900,,,,
27 Aug 2004,24.13,26.58,23.35,26,43860,,,,
30 Aug 2004,27.3,27.8,26.05,27.1,25981,,,,
31 Aug 2004,26.5,27.55,26.35,27.45,36770,,,,
01 Sep 2004,27.48,31.13,27.48,28.65,89688,,,,
02 Sep 2004,29.5,29.5,27.53,28,25260,,,,
03 Sep 2004,27.68,28.03,27.35,27.8,18937,,,,
06 Sep 2004,29,30.5,28.5,29.68,50497,,,,
07 Sep 2004,30,30.5,29.13,29.88,12795,,,,
08 Sep 2004,29.95,30,28.75,29.05,8850,,,,
09 Sep 2004,29.55,29.55,28.08,28.15,8217,,,,
10 Sep 2004,28.5,28.9,28.05,28.25,5222,,,,
13 Sep 2004,27.78,29.33,27.45,29.1,62637,,,,
14 Sep 2004,29.23,31,29.23,29.4,62775,,,,
15 Sep 2004,29.25,29.9,28.25,28.48,13387,,,,
16 Sep 2004,34,34,28.5,29.78,13019,,,,
17 Sep 2004,29.8,30.5,29.13,29.53,35843,,,,
20 Sep 2004,29.13,29.75,28.5,28.88,8130,,,,
21 Sep 2004,30.95,30.95,29.05,29.75,26379,,,,
22 Sep 2004,29.63,30.23,29.63,30.08,28942,,,,
23 Sep 2004,30,32.85,29.85,32.48,52965,,,,
24 Sep 2004,33,37.75,31.9,36.03,111887,,,,
27 Sep 2004,36,37.63,35,35.13,44601,,,,
28 Sep 2004,36.33,36.33,33.95,34.55,15765,,,,
29 Sep 2004,35,35.5,34,34.78,12574,,,,
30 Sep 2004,36.25,37,34.8,35.25,34892,,,,
01 Oct 2004,36.13,37,34.28,34.45,22300,,,,
04 Oct 2004,36,38.48,35.2,37.4,72216,,,,
05 Oct 2004,38.9,40.73,37.63,39.63,127224,,,,
06 Oct 2004,40,43.5,39.25,40.25,179734,,,,
07 Oct 2004,40.3,43.9,40.25,42.83,82761,,,,
08 Oct 2004,43.15,43.45,41.75,42.83,36044,,,,
09 Oct 2004,42.75,42.75,41.75,41.98,16827,,,,
11 Oct 2004,44,44,40,40.7,33373,,,,
12 Oct 2004,41.98,41.98,40.05,40.43,37563,,,,
14 Oct 2004,40.13,40.13,38.83,39.2,19721,,,,
15 Oct 2004,39,41,39,39.35,11155,,,,
18 Oct 2004,40.45,40.45,39,39.1,5644,,,,
19 Oct 2004,38.85,39.63,37.6,38.08,5930,,,,
20 Oct 2004,38,38.9,36.9,37.05,13081,,,,
21 Oct 2004,37.5,39.25,37.13,38.58,12413,,,,
25 Oct 2004,39.98,39.98,36.13,36.33,5908,,,,
26 Oct 2004,36,36.8,35.75,35.78,6414,,,,
27 Oct 2004,36,36.65,35.3,35.68,4910,,,,
28 Oct 2004,35.63,37.38,35.63,36.85,11813,,,,
29 Oct 2004,36.75,37.95,36.43,37.65,16056,,,,
01 Nov 2004,38.8,41.5,38.5,40.6,55724,,,,
02 Nov 2004,41.05,42.25,40.78,41.1,39879,,,,
03 Nov 2004,41.45,42.38,40.55,42.13,40292,,,,
04 Nov 2004,42,42.95,41.75,41.85,32984,,,,
05 Nov 2004,41.5,41.5,40.2,40.78,5484,,,,
08 Nov 2004,41.25,41.5,40,40.2,15251,,,,
09 Nov 2004,40.5,40.5,39,39.1,6451,,,,
10 Nov 2004,40,40,39.03,39.53,3710,,,,
11 Nov 2004,40,40.13,39.5,39.68,3430,,,,
12 Nov 2004,39.5,41.5,39.5,40.9,9658,,,,
16 Nov 2004,41.15,42.45,40.5,41.83,16563,,,,
17 Nov 2004,42.23,50.18,42.05,49.73,249325,,,,
18 Nov 2004,50,51,46.53,47.65,54365,,,,
19 Nov 2004,48.73,51.75,47,48.05,64757,,,,
22 Nov 2004,47.53,47.58,45.75,47.03,18812,,,,
23 Nov 2004,47.08,50,47.08,48.73,22759,,,,
24 Nov 2004,49.9,49.9,47.5,48.03,30483,,,,
25 Nov 2004,48.65,51.5,48,48.98,40812,,,,
29 Nov 2004,50,52,49.25,50.75,40353,,,,
30 Nov 2004,51.5,51.75,47,47.58,35533,,,,
01 Dec 2004,47.8,49.5,46.25,47.68,15969,,,,
02 Dec 2004,49.43,51.5,49.13,50.48,62028,,,,
03 Dec 2004,51,54,50,52.33,43841,,,,
06 Dec 2004,52.05,54.45,52.05,52.73,28375,,,,
07 Dec 2004,53,54,51.5,51.6,19351,,,,
08 Dec 2004,52.45,56.7,51.75,52.5,61095,,,,
09 Dec 2004,53.5,57.5,53.5,56.68,71949,,,,
10 Dec 2004,58.2,59.5,57.65,58.63,81240,,,,
13 Dec 2004,59.5,61.4,58,58.63,39923,,,,
14 Dec 2004,59.5,61.25,57.5,57.7,53364,,,,
15 Dec 2004,58.75,59.5,56.33,56.63,20604,,,,
16 Dec 2004,56.38,57.5,55.5,57.2,26941,,,,
17 Dec 2004,57.75,60.4,57.75,58.18,38741,,,,
20 Dec 2004,58.38,62.63,58.33,61.95,46189,,,,
21 Dec 2004,62,64.68,61,61.68,40240,,,,
22 Dec 2004,63.5,63.5,59.63,60.23,17176,,,,
23 Dec 2004,61.63,61.63,58.25,58.8,16852,,,,
24 Dec 2004,61.5,61.78,59.7,60.13,23695,,,,
27 Dec 2004,63,63,61.03,61.63,32206,,,,
28 Dec 2004,62.5,62.5,61,61.65,22351,,,,
29 Dec 2004,60.5,61,58.48,58.85,18428,,,,
30 Dec 2004,59.13,60.5,58.13,58.5,16160,,,,
31 Dec 2004,60.5,61.5,56.75,60.78,25616,,,,
03 Jan 2005,12.45,12.47,12,12.13,14385,,,,
04 Jan 2005,12.3,12.3,11.71,11.82,14580,,,,
05 Jan 2005,11.97,11.99,11.1,11.67,50662,,,,
06 Jan 2005,11.41,11.6,10.79,11.49,26437,,,,
07 Jan 2005,12,12.2,11.33,12.12,33410,,,,
10 Jan 2005,12.47,14.29,12.23,13.45,98994,,,,
11 Jan 2005,13.21,13.65,12.6,12.8,42406,,,,
12 Jan 2005,12.84,12.84,11.5,11.77,26037,,,,
13 Jan 2005,12.38,12.5,11.86,11.97,11290,,,,
14 Jan 2005,12.1,12.29,11.7,11.81,16021,,,,
17 Jan 2005,11.99,11.99,11.7,11.76,18522,,,,
18 Jan 2005,11.91,12.6,11.9,12.21,59630,,,,
19 Jan 2005,12.3,12.6,12.3,12.49,30483,,,,
20 Jan 2005,12.5,14.1,12.32,13.57,59160,,,,
24 Jan 2005,13.99,14.4,13.51,14.14,65207,,,,
25 Jan 2005,13.54,14.27,13.54,14.17,28557,,,,
27 Jan 2005,14.25,14.45,13.95,14.12,37491,,,,
28 Jan 2005,14.15,15.5,13.7,15.14,75203,,,,
31 Jan 2005,15.6,15.6,14.83,14.92,23237,,,,
01 Feb 2005,14.62,15.1,14.61,14.67,70137,,,,
02 Feb 2005,14.7,15.1,14.6,14.79,68923,,,,
03 Feb 2005,14.99,15.4,14.99,15.14,35036,,,,
04 Feb 2005,15.4,16,15.3,15.85,48642,,,,
07 Feb 2005,16.1,16.69,15.8,16.43,49448,,,,
08 Feb 2005,16.8,16.8,16.22,16.32,55340,,,,
09 Feb 2005,16.4,16.4,15.8,15.87,61495,,,,
10 Feb 2005,16,16.05,15.6,16,14012,,,,
11 Feb 2005,16,16.1,15.6,15.91,13645,,,,
14 Feb 2005,16.9,16.9,15.3,15.51,11916,,,,
15 Feb 2005,15.2,15.65,14.86,15.44,21473,,,,
16 Feb 2005,15.4,15.5,15,15.01,13593,,,,
17 Feb 2005,15.8,16.2,15.25,15.45,48984,,,,
18 Feb 2005,15.6,16.5,15.6,16.18,61543,,,,
21 Feb 2005,15.99,17,15.8,16.64,58765,,,,
22 Feb 2005,16.8,17.45,16.45,17.31,31773,,,,
23 Feb 2005,17.25,17.6,17.19,17.3,28190,,,,
24 Feb 2005,17.45,19.6,17.45,18.71,101674,,,,
25 Feb 2005,18.8,19.4,18.74,18.98,33887,,,,
28 Feb 2005,18.72,20.89,18.4,19.91,43387,,,,
01 Mar 2005,20.15,20.45,19.5,19.63,17473,,,,
02 Mar 2005,20.3,20.89,19.5,20.21,32852,,,,
03 Mar 2005,20.85,21.8,20.55,20.71,34983,,,,
04 Mar 2005,20.97,24.85,20.97,24.84,101808,,,,
07 Mar 2005,25.18,27.5,24.66,24.96,80233,,,,
08 Mar 2005,25.57,25.57,23.55,24.02,22279,,,,
09 Mar 2005,23.91,24.4,21.83,23.56,42222,,,,
10 Mar 2005,22.23,24.5,22.23,23.94,24970,,,,
11 Mar 2005,24.35,25.4,23.4,24.97,36536,,,,
14 Mar 2005,25.67,25.67,24.1,24.43,39959,,,,
15 Mar 2005,24.6,25,24.27,24.56,16520,,,,
16 Mar 2005,24.77,27.02,24.51,26.96,57737,,,,
17 Mar 2005,27.4,29.38,27.11,27.72,66174,,,,
18 Mar 2005,28,28.8,26,27.05,33619,,,,
21 Mar 2005,27.47,29.75,27.47,29.75,30708,,,,
22 Mar 2005,30.99,31.9,27.5,27.98,41589,,,,
23 Mar 2005,28.4,29.8,26.8,27.72,23808,,,,
24 Mar 2005,28.37,28.37,26.1,26.67,19854,,,,
28 Mar 2005,26,27.2,26,26.9,14986,,,,
29 Mar 2005,26.6,27.49,26.02,26.53,35442,,,,
30 Mar 2005,26.47,29.18,26.47,28.94,21095,,,,
31 Mar 2005,29.7,30.3,29,30.02,20475,,,,
01 Apr 2005,30.15,30.9,29.21,30.05,13684,,,,
04 Apr 2005,30.2,30.44,27.63,28.77,22847,,,,
05 Apr 2005,28.87,29.3,28.6,29.02,6232,,,,
06 Apr 2005,29,30.5,28.53,29.67,9779,,,,
07 Apr 2005,29.77,30.1,28.2,28.36,7661,,,,
08 Apr 2005,28.3,29.2,28.28,29,8505,,,,
11 Apr 2005,29.2,29.2,28.3,28.58,7546,,,,
