01 Jul 2003,12.17,12.17,12.15,12.15,150,,,,
02 Jul 2003,12.35,12.72,12.02,12.54,3770,,,,
03 Jul 2003,12.5,13.55,12.5,13.17,3350,,,,
04 Jul 2003,13.26,13.26,12.62,12.64,848,,,,
07 Jul 2003,12.76,13.59,12.58,13.46,2288,,,,
08 Jul 2003,13.28,13.55,13.17,13.55,956,,,,
09 Jul 2003,13.98,13.98,12.08,12.08,525,,,,
10 Jul 2003,12.25,12.29,12.25,12.27,494,,,,
11 Jul 2003,13.15,13.28,12.35,12.35,825,,,,
14 Jul 2003,12.76,12.76,12.25,12.72,1350,,,,
15 Jul 2003,11.65,12.27,11.65,12.27,372,,,,
16 Jul 2003,11.96,11.96,11.94,11.94,250,,,,
17 Jul 2003,12.35,12.76,11.98,12.74,764,,,,
18 Jul 2003,12.37,12.37,10.81,10.81,1030,,,,
21 Jul 2003,11.98,12.56,11.98,12.56,1300,,,,
22 Jul 2003,13.17,13.17,11.92,11.94,623,,,,
23 Jul 2003,12.33,12.35,11.8,12.23,1050,,,,
24 Jul 2003,12.27,12.27,11.53,11.94,2050,,,,
25 Jul 2003,12.54,12.56,11.73,11.84,942,,,,
28 Jul 2003,12.64,12.76,12.04,12.12,3900,,,,
29 Jul 2003,11.94,12.56,11.94,12.15,613,,,,
30 Jul 2003,12.76,12.76,12.56,12.56,7,,,,
31 Jul 2003,12.74,12.76,11.34,12.15,2075,,,,
01 Aug 2003,10.73,12.1,10.73,12.06,1275,,,,
04 Aug 2003,11.94,12.19,11.14,11.94,949,,,,
05 Aug 2003,11.71,12.35,11.71,11.86,1177,,,,
06 Aug 2003,12.68,14.22,12.68,14.22,4324,,,,
07 Aug 2003,14.41,16.47,14.41,16.2,10517,,,,
08 Aug 2003,18.53,19.17,17.29,17.99,11154,,,,
11 Aug 2003,18.16,18.51,14.84,16.06,5115,,,,
12 Aug 2003,15.87,17.29,15.87,16.41,4209,,,,
13 Aug 2003,17.09,17.25,16.47,16.88,1846,,,,
14 Aug 2003,17.13,17.13,15.64,16.34,927,,,,
18 Aug 2003,16.47,16.74,15.23,15.23,4100,,,,
19 Aug 2003,14.82,15.85,14.82,15.64,3211,,,,
20 Aug 2003,15.75,15.75,15.23,15.27,2005,,,,
21 Aug 2003,13.69,16.24,13.69,15.77,1355,,,,
22 Aug 2003,14.88,15.44,14.86,15.32,4254,,,,
25 Aug 2003,15.67,15.75,14.02,14.68,3484,,,,
26 Aug 2003,14.82,14.82,14.06,14.31,2263,,,,
27 Aug 2003,11.47,14.84,11.47,14.82,2150,,,,
28 Aug 2003,15.23,15.23,14.2,14.22,1082,,,,
29 Aug 2003,14.43,14.62,14,14.31,1707,,,,
01 Sep 2003,15.64,17.17,15.64,17.17,2299,,,,
02 Sep 2003,17.29,18.07,13.75,16.96,7610,,,,
03 Sep 2003,16.1,17.29,16.1,16.47,3704,,,,
04 Sep 2003,17.68,17.68,15.79,16.86,1200,,,,
05 Sep 2003,15.95,16.47,15.64,15.85,1822,,,,
08 Sep 2003,16.45,17.07,15.73,16.24,2045,,,,
09 Sep 2003,16.26,16.51,16.06,16.37,2405,,,,
10 Sep 2003,15.64,15.85,15.23,15.85,1748,,,,
11 Sep 2003,16.37,16.88,15.85,15.91,2912,,,,
12 Sep 2003,18,19.08,17.63,19,2352,,,1:1,
15 Sep 2003,18.5,18.88,17.5,17.5,658,,,,
16 Sep 2003,17.28,17.98,17.25,17.98,210,,,,
17 Sep 2003,18.25,18.25,17.75,17.75,1100,,,,
18 Sep 2003,18.38,18.4,17,17.23,1282,,,,
19 Sep 2003,17.1,17.25,15.53,15.53,1565,,,,
22 Sep 2003,18.63,18.63,16.18,16.75,905,,,,
23 Sep 2003,16.48,16.5,15,16.13,1624,,,,
24 Sep 2003,16.25,16.73,16.08,16.48,4129,,,,
25 Sep 2003,15.05,15.4,14.5,15,3898,,,,
26 Sep 2003,14.75,14.75,14.3,14.63,3050,,,,
29 Sep 2003,14.88,14.88,13.03,14.75,5655,,,,
30 Sep 2003,14.95,15,14.5,14.5,3550,,,,
01 Oct 2003,14.5,14.5,13.43,14.1,2460,,,,
03 Oct 2003,14,14.5,14,14.33,4050,,,,
06 Oct 2003,14.08,14.75,14.08,14.73,4549,,,,
07 Oct 2003,14,14.5,14,14.43,2955,,,,
08 Oct 2003,14.5,14.5,14.15,14.15,2215,,,,
09 Oct 2003,14.5,14.5,14,14.5,9575,,,,
10 Oct 2003,14,14,13.75,13.98,9629,,,,
13 Oct 2003,13.5,14,13.5,13.78,3721,,,,
14 Oct 2003,13.75,13.75,13,13.5,7590,,,,
15 Oct 2003,14.18,14.18,13,13,20390,,,,
16 Oct 2003,13.5,14.05,12.88,13.9,6528,,,,
17 Oct 2003,14.45,14.95,13.95,14.85,4850,,,,
20 Oct 2003,14.4,14.4,14,14.1,2365,,,,
21 Oct 2003,13.65,14.93,13.65,13.88,4490,,,,
22 Oct 2003,15,16,14.13,15.73,10599,,,,
23 Oct 2003,16.25,16.25,15.5,15.8,7484,,,,
24 Oct 2003,16,16.95,16,16.5,5000,,,,
25 Oct 2003,17.9,17.9,16.13,16.85,3295,,,,
27 Oct 2003,16.5,16.75,16,16,5700,,,,
28 Oct 2003,16.5,16.5,15.15,15.73,4565,,,,
29 Oct 2003,16.5,16.5,14.43,14.5,10116,,,,
30 Oct 2003,15.45,15.5,14.25,14.73,4890,,,,
31 Oct 2003,16.5,16.5,14.13,15.33,39527,,,,
03 Nov 2003,15.83,17.3,15.83,16.45,10835,,,,
04 Nov 2003,15.53,17.43,15.53,17.05,12469,,,,
05 Nov 2003,17.05,20,16.75,19.75,21753,,,,
06 Nov 2003,20.5,21.8,19.75,19.98,49054,,,,
07 Nov 2003,21.48,21.5,19,19.03,23608,,,,
10 Nov 2003,20.25,22.83,20.25,22.83,52727,,,,
11 Nov 2003,23,27.38,23,27.38,72096,,,,
12 Nov 2003,28.25,32.85,28.25,32.43,111798,,,,
13 Nov 2003,30.25,38.85,30.25,33.23,91449,,,,
14 Nov 2003,33.75,37.5,32.5,32.58,32887,,,,
15 Nov 2003,32.5,32.8,30.55,32.23,22892,,,,
17 Nov 2003,34.93,38.65,33.95,38.65,40416,,,,
18 Nov 2003,39,42.45,35.5,35.9,90851,,,,
19 Nov 2003,36.25,37.95,34.5,34.98,34310,,,,
20 Nov 2003,36.5,38.45,35.6,38.45,33830,,,,
21 Nov 2003,38.5,39.73,36.58,37.58,45286,,,,
24 Nov 2003,38,41.33,36.6,41.1,42347,,,,
25 Nov 2003,41.95,45.2,40.03,44.45,68416,,,,
27 Nov 2003,47.15,47.15,40.03,40.35,81028,,,,
28 Nov 2003,40.35,43,40,40.75,43178,,,,
01 Dec 2003,41.25,41.45,38.05,38.4,26522,,,,
02 Dec 2003,39.03,39.23,34.58,35.3,36910,,,,
03 Dec 2003,36.95,38.83,36.65,38.83,56634,,,,
04 Dec 2003,39.88,41.2,34.95,35.33,159511,,,,
05 Dec 2003,36.43,37,33.55,34.55,61800,,,,
08 Dec 2003,35.15,37.45,34.5,36.75,47228,,,,
09 Dec 2003,40,40,35.55,35.8,35581,,,,
10 Dec 2003,37.5,37.63,36,36.83,40997,,,,
11 Dec 2003,36.55,37.75,35,36.83,49681,,,,
12 Dec 2003,38,38.5,36,36.25,24866,,,,
15 Dec 2003,37.25,38.5,36.55,37.5,34309,,,,
16 Dec 2003,37.5,37.5,36.28,36.35,10600,,,,
17 Dec 2003,36,37,35.5,35.6,11910,,,,
18 Dec 2003,36.83,36.83,35.75,35.75,10051,,,,
19 Dec 2003,36.83,36.83,34.55,34.88,21079,,,,
22 Dec 2003,36.75,36.75,34.25,34.95,15160,,,,
23 Dec 2003,36.5,36.5,33.38,33.9,12029,,,,
24 Dec 2003,33.55,35.5,33.55,34.5,16461,,,,
26 Dec 2003,35,35.13,34,34.13,10867,,,,
29 Dec 2003,35.33,37.15,34.5,36.6,40383,,,,
30 Dec 2003,37.48,37.5,34.48,34.48,40578,,,,
31 Dec 2003,34.93,35.45,33.75,34.25,7068,,,,
01 Jan 2004,36.75,36.75,34.25,34.53,7225,,,,
02 Jan 2004,34.25,35,32.03,32.48,17517,,,,
05 Jan 2004,34.75,35.15,33.25,34.18,26270,,,,
06 Jan 2004,35,35.05,33.5,33.58,22763,,,,
07 Jan 2004,32.75,33.35,32,32.1,11359,,,,
08 Jan 2004,32.25,34,32.25,33.53,12350,,,,
09 Jan 2004,34.3,35,31.25,32.1,24346,,,,
12 Jan 2004,33.5,33.5,31.25,31.88,11101,,,,
13 Jan 2004,30,32,28.8,30.9,7799,,,,
14 Jan 2004,31.5,32,31,31.83,6475,,,,
15 Jan 2004,34.5,34.5,31,31.25,7510,,,,
16 Jan 2004,31,31,28.15,28.45,18055,,,,
19 Jan 2004,30.25,30.25,28.2,28.73,6625,,,,
20 Jan 2004,30,30,26,26.08,19818,,,,
21 Jan 2004,26,27.38,23.48,23.85,11855,,,,
22 Jan 2004,23.88,24.53,22.25,22.65,27411,,,,
23 Jan 2004,22,24.9,21.55,24.9,45696,,,,
27 Jan 2004,26.5,27.38,25.4,25.65,20703,,,,
28 Jan 2004,26,26.35,23.5,24.13,18014,,,,
29 Jan 2004,23.88,24.98,23.5,24.45,3869,,,,
30 Jan 2004,24,24.5,22.15,22.75,4216,,,,
03 Feb 2004,24.05,24.05,21,21.23,8097,,,,
04 Feb 2004,21.4,22.75,20.9,22.45,8474,,,,
05 Feb 2004,22.75,24,21.5,22.03,7944,,,,
06 Feb 2004,22.5,22.5,21.5,21.55,6240,,,,
09 Feb 2004,22.25,23.7,22.25,23.7,27800,,,,
10 Feb 2004,25,25.5,22.5,22.75,13955,,,,
11 Feb 2004,23.85,23.85,22.75,23.25,15020,,,,
12 Feb 2004,23.7,24.5,22.65,22.8,17621,,,,
13 Feb 2004,24.43,24.43,23.13,23.73,18048,,,,
16 Feb 2004,23.98,25,23.98,25,5591,,,,
17 Feb 2004,24.98,24.98,24.15,24.23,1706,,,,
18 Feb 2004,25,25,23.08,23.63,11127,,,,
19 Feb 2004,24.2,24.2,22.25,22.5,3509,,,,
20 Feb 2004,22.08,22.98,22.08,22.65,6375,,,,
23 Feb 2004,22.6,23,20.73,21.08,5563,,,,
24 Feb 2004,21.85,21.85,21,21.3,3055,,,,
25 Feb 2004,21.88,21.88,20,20.25,4885,,,,
26 Feb 2004,20.98,20.98,19.75,19.93,3450,,,,
27 Feb 2004,20.48,21.75,18.33,18.78,28865,,,,
01 Mar 2004,19.75,19.98,19.2,19.5,3370,,,,
03 Mar 2004,20.13,20.13,18.5,18.5,12056,,,,
04 Mar 2004,18.75,19.55,18,19.35,5638,,,,
05 Mar 2004,19.45,19.48,18.25,18.53,14985,,,,
08 Mar 2004,18.55,20.35,18.55,19.95,51044,,,,
09 Mar 2004,20.85,20.85,19.1,19.5,13203,,,,
10 Mar 2004,18.9,19.5,18.75,18.75,62933,,,,
11 Mar 2004,17.55,19,17.55,18,14350,,,,
12 Mar 2004,18.7,18.73,18.08,18.5,10100,,,,
15 Mar 2004,20,20.35,17.5,17.5,22200,,,,
16 Mar 2004,17.75,17.85,17,17.33,4326,,,,
17 Mar 2004,16.63,18.2,16.6,17.4,5025,,,,
18 Mar 2004,17.5,17.5,16.63,16.83,3355,,,,
19 Mar 2004,17.9,17.9,16.15,16.95,3370,,,,
22 Mar 2004,15.88,17.48,15.5,16.28,6248,,,,
23 Mar 2004,16.25,17,15.95,16.98,5109,,,,
24 Mar 2004,16.98,17.15,16.5,16.63,9094,,,,
25 Mar 2004,16.75,16.95,16.5,16.95,14000,,,,
26 Mar 2004,16.75,17.4,16.5,17.05,30746,,,,
29 Mar 2004,18,18,16.78,17.13,10757,,,,
30 Mar 2004,16.95,17.88,16.93,17.45,4935,,,,
31 Mar 2004,17.25,17.5,16.9,17.08,23600,,,,
01 Apr 2004,17.73,18.78,17.73,18.78,29135,,,,
02 Apr 2004,19.5,20.2,18.75,19.25,16785,,,,
05 Apr 2004,19.68,21.18,19.5,20.88,19339,,,,
06 Apr 2004,20.5,21.9,20.13,20.4,4463,,,,
07 Apr 2004,20.9,21.95,20.5,21.15,23045,,,,
08 Apr 2004,21.15,21.75,19.55,20.5,12165,,,,
12 Apr 2004,20.4,20.93,19.78,19.93,3311,,,,
13 Apr 2004,19,20.35,19,20.33,1775,,,,
15 Apr 2004,20.33,20.75,20,20.03,9535,,,,
16 Apr 2004,20.1,20.75,20.05,20.68,4375,,,,
17 Apr 2004,20,20.65,19.55,20.45,2625,,,,
19 Apr 2004,20.75,21.95,20.23,21.08,9597,,,,
20 Apr 2004,21,21,19.8,20.88,3885,,,,
21 Apr 2004,20.75,21.5,20.75,21.25,7638,,,,
22 Apr 2004,20.5,21.28,20.5,21.05,1600,,,,
23 Apr 2004,21.13,23,21.13,21.85,5949,,,,
27 Apr 2004,21.5,22.75,21,21.18,8426,,,,
28 Apr 2004,21.13,21.73,20.58,20.98,3090,,,,
29 Apr 2004,21.5,21.75,21.33,21.45,1950,,,,
30 Apr 2004,21.75,21.75,21.25,21.38,1950,,,,
03 May 2004,21.75,21.75,20.25,20.78,2755,,,,
04 May 2004,21,21.75,20.75,20.93,1450,,,,
05 May 2004,21.13,21.13,20.75,21,2591,,,,
06 May 2004,21.05,21.05,20.5,20.5,3330,,,,
07 May 2004,20.98,21,20.75,21,1402,,,,
10 May 2004,20.5,21.25,20.5,20.9,4077,,,,
11 May 2004,20.5,21.25,20,20.23,3115,,,,
12 May 2004,19.25,19.8,19.25,19.78,1267,,,,
13 May 2004,20,20.48,19.65,20.23,2080,,,,
14 May 2004,20,20,18.23,18.23,4827,,,,
17 May 2004,16.5,18,16.5,17,10660,,,,
18 May 2004,17.05,17.05,16.5,16.98,15637,,,,
19 May 2004,17.4,18.65,17.4,18.65,4075,,,,
20 May 2004,18.45,20.4,18.45,19.43,2252,,,,
21 May 2004,17.58,19.5,17.58,19.48,3070,,,,
24 May 2004,18.3,20,18.03,18.95,51671,,,,
25 May 2004,18.5,18.53,18,18.2,3976,,,,
26 May 2004,18.5,18.5,17.5,17.85,6861,,,,
27 May 2004,17.75,18,17.58,17.88,2890,,,,
28 May 2004,17.88,17.88,16.53,16.75,2900,,,,
31 May 2004,16.5,17.5,16,17.3,3371,,,,
01 Jun 2004,17.95,18.25,17.3,18.25,4100,,,,
02 Jun 2004,17.55,19.68,17.55,19.05,4871,,,,
03 Jun 2004,18.68,20.23,18.68,18.8,27451,,,,
04 Jun 2004,18.3,19.75,18.3,19.63,4227,,,,
07 Jun 2004,19.5,23.38,19.5,22.78,37134,,,,
08 Jun 2004,24.25,25,22.5,22.78,26840,,,,
09 Jun 2004,22.5,22.5,21.53,21.73,9076,,,,
10 Jun 2004,22,23.55,22,23.18,18677,,,,
11 Jun 2004,23.25,23.25,21.5,21.55,7767,,,,
14 Jun 2004,24,24.5,22.25,22.33,15779,,,,
15 Jun 2004,22.75,22.75,21.8,21.9,6545,,,,
16 Jun 2004,22.48,22.48,21.38,21.4,3625,,,,
17 Jun 2004,21.88,22.25,21.58,21.98,1598,,,,
18 Jun 2004,22.78,22.78,21.13,21.15,2231,,,,
21 Jun 2004,20.78,20.78,20.3,20.3,3000,,,,
22 Jun 2004,20.5,22.5,20.5,22.05,10223,,,,
23 Jun 2004,23,23,21.95,22,16559,,,,
24 Jun 2004,21.25,22.38,21.25,22.23,8380,,,,
25 Jun 2004,22.25,23.88,22.25,23.58,12315,,,,
28 Jun 2004,25,25,22.38,23.53,13478,,,,
29 Jun 2004,22.83,23.5,22.43,22.5,1897,,,,
30 Jun 2004,24,24,22.25,22.35,9280,,,,
01 Jul 2004,22.7,23.2,22.13,22.33,2027,,,,
02 Jul 2004,23,24.43,23,23.25,8868,,,,
05 Jul 2004,23.73,24.5,22.55,22.95,6112,,,,
06 Jul 2004,22.15,23.13,22.15,23,350,,,,
07 Jul 2004,22.5,23.2,22.18,22.63,1289,,,,
08 Jul 2004,23.15,23.15,21.18,21.53,2384,,,,
