01 Jul 2003,151,152,146.65,148.3,1208677,,,,
02 Jul 2003,149,150.5,144.35,145.1,1134554,,,,
03 Jul 2003,145.5,149,144,145.75,1980968,,,,
04 Jul 2003,149,153.7,147.7,148.7,3740792,,,,
07 Jul 2003,150.1,152.5,148,150.1,1501705,,,,
08 Jul 2003,151,152.2,147.5,148.05,715102,,,,
09 Jul 2003,149,151.85,146.15,150.5,1245535,,,,
10 Jul 2003,151.5,154.5,149.2,150.1,943220,,,,
11 Jul 2003,150,157.85,150,154.5,2689607,,,,
14 Jul 2003,155,160.7,155,160.1,2074681,,,,
15 Jul 2003,163.6,166.9,157.5,159.8,3031141,,,,
16 Jul 2003,156.1,163.9,151.5,163.2,1585241,,,,
17 Jul 2003,160.6,167.95,159.05,159.95,1639240,,,,
18 Jul 2003,159,161.9,156.25,158.15,1168769,,,,
21 Jul 2003,160,161,152.65,153.8,1153698,,,,
22 Jul 2003,152,153.5,148,150.15,1020446,,,,
23 Jul 2003,153.95,153.95,148.05,150,667563,,,,
24 Jul 2003,151,155.9,150.55,154.75,1491667,,,,
25 Jul 2003,156,161.9,155,159.65,2560946,,,,
28 Jul 2003,160.5,161.75,158,159.05,1531754,,,,
29 Jul 2003,159.3,160,156.5,159.35,646986,,,,
30 Jul 2003,160,163.5,159.55,162,1734765,,,,
31 Jul 2003,163,163.75,158.1,159.15,1577269,,,,
01 Aug 2003,160,163,158.5,162.6,1355424,,,,
04 Aug 2003,155,155.6,153.2,155,1157199,,,,
05 Aug 2003,155.3,157.75,151.05,151.75,1422882,,,,
06 Aug 2003,150,152.9,146.2,147.15,977390,,,,
07 Aug 2003,149,150,146.75,149.7,1332251,,,,
08 Aug 2003,152.4,155.4,150.1,153.55,2657748,,,,
11 Aug 2003,155.65,156.2,153,154.05,1037942,,,,
12 Aug 2003,155.45,159.5,154.5,159,3230130,,,,
13 Aug 2003,159.7,161.7,157.5,158.8,1810657,,,,
14 Aug 2003,161,161,155.15,155.65,1541573,,,,
18 Aug 2003,156.7,160.45,155.1,157.5,1940487,,,,
19 Aug 2003,159.7,161.1,156.75,157.4,1822727,,,,
20 Aug 2003,158,158.7,155.65,156.65,1942059,,,,
21 Aug 2003,159.85,181.25,159.85,178.35,13869858,,,,
22 Aug 2003,179.8,185.5,175.1,179.9,6962465,,,,
25 Aug 2003,181.5,186.6,170,174.05,2601890,,,,
26 Aug 2003,176,183.8,173.4,181.95,2386546,,,,
27 Aug 2003,186.9,186.9,180.3,183.3,2552053,,,,
28 Aug 2003,186,187.5,182.1,183.7,3595693,,,,
29 Aug 2003,182,186,177,179.7,3246803,,,,
01 Sep 2003,181.1,184.95,176.9,184.35,2093060,,,,
02 Sep 2003,185,188.5,182,187.6,1695585,,,,
03 Sep 2003,188.3,192.9,182.1,183.65,2387488,,,,
04 Sep 2003,184.7,185.5,177.5,181.6,1597408,,,,
05 Sep 2003,181,183.5,180.05,182.9,970953,,,,
08 Sep 2003,183,185.4,181.2,182.05,750080,,,,
09 Sep 2003,183,184.75,180.65,181.3,1197141,,,,
10 Sep 2003,181,183.8,180,182.95,1250596,,,,
11 Sep 2003,182.2,189.75,182.2,185.25,1582627,,,,
12 Sep 2003,185.25,186.45,181.5,184.15,1309048,,,,
15 Sep 2003,178,187,178,183.1,1671225,,,,
16 Sep 2003,183.25,186.4,179.05,183.25,1444963,,,,
17 Sep 2003,184.5,189.95,182.05,187.4,2093431,,,,
18 Sep 2003,186,188.4,181.15,184.15,1427777,,,,
19 Sep 2003,185.1,189,181,186.75,1685649,,,,
22 Sep 2003,189.5,193.45,185,186.45,1231328,,,,
23 Sep 2003,186.9,193.7,183.8,192.3,1234948,,,,
24 Sep 2003,193.5,199,191.1,196,1349763,,,,
25 Sep 2003,200,200,190,190.9,1154371,,,,
26 Sep 2003,190.5,205,190.5,204.15,3240291,,,,
29 Sep 2003,204.75,207.95,202,202.9,1614298,,,,
30 Sep 2003,204.1,205,200.35,204.5,1035274,,,,
01 Oct 2003,204.65,206.4,202.5,204.4,1165152,,,,
03 Oct 2003,204.7,211.4,204.7,210,2651879,,,,
06 Oct 2003,210.05,213.8,209.55,212.85,1268227,,,,
07 Oct 2003,215.6,231.5,215.6,226.65,3087898,,,,
08 Oct 2003,227,227.9,218.65,223,1206635,,,,
09 Oct 2003,226,230,226,227.25,969976,,,,
10 Oct 2003,229.95,229.95,221.7,223.5,833973,,,,
13 Oct 2003,224.5,230,222,228.05,1038761,,,,
14 Oct 2003,232,235.9,225.5,227.1,1724461,,,,
15 Oct 2003,229.5,229.5,216.5,224.4,1209220,,,,
16 Oct 2003,227,229,222.65,225.25,1702396,,,,
17 Oct 2003,227,227.35,220,220.95,1697178,,,,
20 Oct 2003,222,224.4,215.25,217.55,876442,,,,
21 Oct 2003,217.9,219.5,210.05,212,888158,,,,
22 Oct 2003,213.45,218.8,210,216.85,1450882,,,,
23 Oct 2003,218,224,215,218.45,1619974,,,,
24 Oct 2003,220.5,224.9,217.25,224.15,1087596,,,,
25 Oct 2003,225.6,229,225.1,226.4,335910,,,,
27 Oct 2003,227.5,233.8,225.1,230.8,2088564,,,,
28 Oct 2003,230.25,230.25,225,227.65,736281,,,,
29 Oct 2003,226.2,229.7,223.15,227.15,746450,,,,
30 Oct 2003,225,232,225,229.6,731442,,,,
31 Oct 2003,230.4,250,230,247,2856472,,,,
03 Nov 2003,249.9,263.4,247,259.65,3297905,,,,
04 Nov 2003,260,268.3,253,258,2881663,,,,
05 Nov 2003,256.6,257.4,242,244.8,1986574,,,,
06 Nov 2003,244,249.95,238.1,240.45,1363773,,,,
07 Nov 2003,242,250.5,240.25,243,1557522,,,,
10 Nov 2003,240,244,234,240.5,388480,,,,
11 Nov 2003,242.05,250.9,242.05,248.25,1558186,,,,
12 Nov 2003,250,252.9,247.5,249.05,758362,,,,
13 Nov 2003,249,254,247.8,248.75,1134794,,,,
14 Nov 2003,247,250,240,245.6,778955,,,,
15 Nov 2003,244,246.65,242.55,243.1,178559,,,,
17 Nov 2003,244.6,245.5,240.25,243.2,580771,,,,
18 Nov 2003,244.95,244.95,235,236.4,881240,,,,
19 Nov 2003,228,237,220.1,227.7,2016447,,,,
20 Nov 2003,229.3,232.8,226,227.35,726467,,,,
21 Nov 2003,221,235,221,232,1094133,,,,
24 Nov 2003,238.25,245,233.6,236.4,745445,,,,
25 Nov 2003,230.5,242.5,230.5,241.25,710331,,,,
27 Nov 2003,240.1,255,240.1,251.45,1559474,,,,
28 Nov 2003,250,253,242.5,250.1,1381943,,,,
01 Dec 2003,252.45,261.4,252.45,255.5,1347509,,,,
02 Dec 2003,258.4,265.45,254.2,264.4,1321850,,,,
03 Dec 2003,266,290.8,265,287.7,3867571,,,,
04 Dec 2003,289.9,289.9,267.55,269.2,1920008,,,,
05 Dec 2003,271,272.9,259,260.2,1998933,,,,
08 Dec 2003,261,265.8,255,260.85,900277,,,,
09 Dec 2003,262,268.1,262,267.4,1068731,,,,
10 Dec 2003,269.75,275,265.5,273.55,1961548,,,,
11 Dec 2003,275.25,286,275.25,284.45,2363218,,,,
12 Dec 2003,286.7,289.9,276,280.55,1063729,,,,
15 Dec 2003,281,283.4,275,275.65,504711,,,,
16 Dec 2003,275,285,275,282.65,879121,,,,
17 Dec 2003,284.5,284.5,280,282.7,1587573,,,,
18 Dec 2003,282.5,286,279,279.85,832891,,,,
19 Dec 2003,282.8,282.8,277.1,279.65,676661,,,,
22 Dec 2003,283.9,283.9,279.8,281.6,1331388,,,,
23 Dec 2003,283,289.75,280,281.25,1280835,,,,
24 Dec 2003,285.9,285.9,281.15,283.75,1329446,,,,
26 Dec 2003,287.8,290,283.05,286.2,858685,,,,
29 Dec 2003,287.55,305.2,287.55,302.2,1697109,,,,
30 Dec 2003,310,310,294,298.8,2027103,,,,
31 Dec 2003,299.65,301.4,292.05,295.45,1302295,,,,
01 Jan 2004,297.9,305.5,297,302.75,1475607,,,,
02 Jan 2004,305,309.45,302.55,306.55,1753473,,,,
05 Jan 2004,307.6,318.25,305.5,313.2,2048558,,,,
06 Jan 2004,314,317.25,309.1,312.4,1744975,,,,
07 Jan 2004,312.7,313,300.15,304.05,1156584,,,,
08 Jan 2004,306,307.5,299.1,302.4,2664902,,,,
09 Jan 2004,307.8,317.45,303,304.1,4016399,,,,
12 Jan 2004,305.15,311.4,303.5,305.05,1312522,,,,
13 Jan 2004,307.8,310.15,303.05,309.4,917014,,,,
14 Jan 2004,309.5,312.4,304,308.05,1841903,,,,
15 Jan 2004,310.25,313.8,298.3,299.75,3355004,,,,
16 Jan 2004,297,298.9,274,283.3,4121806,,,,
19 Jan 2004,288,302.5,284.05,300.1,2561911,,,,
20 Jan 2004,303,306.5,292.05,296,1583403,,,,
21 Jan 2004,293.95,300.3,290,294.8,2562523,,,,
22 Jan 2004,292,299.25,285.05,289.9,2364271,,,,
23 Jan 2004,288,296.1,278.1,293.7,1462430,,,,
27 Jan 2004,296.4,309,290.55,305.5,1205991,,,,
28 Jan 2004,307,309,291.2,293.65,1199333,,,,
29 Jan 2004,294.5,295.95,281,287.65,2415275,,,,
30 Jan 2004,291,297.4,290,295.05,1512214,,,,
03 Feb 2004,295,303,280,295.3,2199927,,,,
04 Feb 2004,302.7,304,290,302.4,1099937,,,,
05 Feb 2004,302.2,311,296.25,306.55,1568722,,,,
06 Feb 2004,309.7,324.75,308.5,321.3,2759060,,,,
09 Feb 2004,325.5,336.4,315,332,2924041,,,,
10 Feb 2004,336.5,352.3,328,348.25,8967627,,,,
11 Feb 2004,338,338,315.25,318.1,7166711,,,,
12 Feb 2004,320,321.6,308,318.85,11033551,,,,
13 Feb 2004,321,321,309.65,311.4,2944542,,,,
16 Feb 2004,311.05,316,307.7,309.55,1997969,,,,
17 Feb 2004,321,321,311,315.8,3903021,,,,
18 Feb 2004,319.8,321,315,317.35,2118287,,,,
19 Feb 2004,316,318.25,307.1,310.75,2149331,,,,
20 Feb 2004,308.1,308.1,293.2,296.7,1918098,,,,
23 Feb 2004,293,300.7,280.15,282,1553303,,,,
24 Feb 2004,284,284,268.5,274.8,2224186,,,,
25 Feb 2004,274.95,283.9,272.65,274.45,1549195,,,,
26 Feb 2004,275.5,282.8,265.1,267.75,1982484,,,,
27 Feb 2004,269.7,272.9,265.15,270.95,1244545,,,,
01 Mar 2004,273.7,283.05,271.1,281.7,1446826,,,,
03 Mar 2004,283,283.9,275.65,277.25,1330442,,,,
04 Mar 2004,279.6,290.35,278.05,288.9,1646903,,,,
05 Mar 2004,290.05,293.2,286,292.2,897955,,,,
08 Mar 2004,294,306.5,293.9,304.3,1298537,,,,
09 Mar 2004,307.1,307.9,297.05,302.2,1122032,,,,
10 Mar 2004,303.95,303.95,287.8,289.25,958085,,,,
11 Mar 2004,288.55,288.55,279,280.1,949372,,,,
12 Mar 2004,282.3,289,274.8,282,721734,,,,
15 Mar 2004,290,294.45,275.15,278.25,1106579,,,,
16 Mar 2004,275.5,290,266.05,282.95,1293573,,,,
17 Mar 2004,285.8,289.8,277.5,287.75,1394519,,,,
18 Mar 2004,287.85,292,278.1,281.95,1259621,,,,
19 Mar 2004,282.15,284,274.4,277.65,998744,,,,
22 Mar 2004,278,278.5,272,276.5,699044,,,,
23 Mar 2004,274.1,276.8,265,273.15,656334,,,,
24 Mar 2004,274.7,278.9,271.1,276.5,584583,,,,
