05 Jul 2007,526.6,583.95,526.6,569.8,78025942,,,,
06 Jul 2007,568,586.45,568,573.6,13724278,,,,
09 Jul 2007,574.1,581,571.5,574.7,4829804,,,,
10 Jul 2007,575,580,568.6,571.75,5321889,,,,
11 Jul 2007,570,594.4,567,590.75,8859610,,,,
12 Jul 2007,595,616.5,595,610.75,10548513,,,,
13 Jul 2007,616,625,597.2,601.05,6964521,,,,
16 Jul 2007,605.7,614.5,602.2,610.9,3647160,,,,
17 Jul 2007,614.9,619.9,605.15,612.65,4930170,,,,
18 Jul 2007,615,649,615,643.4,11272734,,,,
19 Jul 2007,657.3,664.7,631.25,646.15,14333158,,,,
20 Jul 2007,646,658,643,646.8,5862319,,,,
23 Jul 2007,648,679,642,672.4,5850767,,,,
24 Jul 2007,677,678.85,653.15,656.9,6809825,,,,
25 Jul 2007,654,654,629.35,637.15,4897509,,,,
26 Jul 2007,601.55,649.9,601.55,633.3,6939654,,,,
27 Jul 2007,628.6,628.6,578,599.7,9518445,,,,
30 Jul 2007,604.9,617,590,603.6,4793278,,,,
31 Jul 2007,607.5,616.85,595.6,612.2,4414624,,,,
01 Aug 2007,609.95,609.95,581,585.15,5785919,,,,
02 Aug 2007,579.8,600,579.8,586.95,3052788,,,,
03 Aug 2007,593.5,605.5,593,601.85,3310944,,,,
06 Aug 2007,560,589.9,560,580.65,3153730,,,,
07 Aug 2007,590,599.85,587.15,588.7,2475707,,,,
08 Aug 2007,592.4,606.9,591.5,600.85,3651211,,,,
09 Aug 2007,609.8,614.95,592.1,595.5,3705892,,,,
10 Aug 2007,575.1,592.8,490,581.9,8480468,,,,
13 Aug 2007,594,599,587,596.8,2394623,,,,
14 Aug 2007,598,607.1,594.85,603.2,3558981,,,,
16 Aug 2007,601,604.05,572.05,583.85,4610933,,,,
17 Aug 2007,580,595.9,565.5,580.8,4587307,,,,
20 Aug 2007,592,614,576.3,579.7,2652088,,,,
21 Aug 2007,600,600,547,556.35,3200514,,,,
22 Aug 2007,561,566.9,531.15,557.8,3744178,,,,
23 Aug 2007,570,574,548.5,555.2,3953776,,,,
24 Aug 2007,559.95,571.9,548,565.85,3272452,,,,
27 Aug 2007,570.05,579.8,570,577.4,1863935,,,,
28 Aug 2007,576.8,590,573.4,586.75,2127399,,,,
29 Aug 2007,574.9,599.8,574.9,596.55,2567504,,,,
30 Aug 2007,629.9,629.9,582.25,587.3,4215212,,,,
31 Aug 2007,590,604.4,590,598.05,1878346,,,,
03 Sep 2007,598.05,613,595,610.75,2332926,,,,
04 Sep 2007,612,626.3,611.95,623.8,2918412,,,,
05 Sep 2007,626.4,644.95,626,639.7,3587083,,,,
06 Sep 2007,620,640.85,602.3,635.9,1990575,,,,
07 Sep 2007,637.6,642,620.1,623.6,2031822,,,,
10 Sep 2007,625,630.6,610,626.3,1228725,,,,
11 Sep 2007,633,633.4,615.2,617.95,1924334,,,,
12 Sep 2007,625,639.9,620,635.05,2897025,,,,
13 Sep 2007,620,649.7,620,644.8,3865965,,,,
14 Sep 2007,650,669,649,665.15,4984836,,,,
17 Sep 2007,668.8,669.7,651.05,652.95,1047228,,,,
18 Sep 2007,651,659.85,643.1,656.6,2009481,,100% Final (FV Rs.2),,
19 Sep 2007,689,720,666,713.15,10437435,,,,
20 Sep 2007,710.05,779,710,748.65,9328821,,,,
21 Sep 2007,748,773.4,725,744.45,4921308,,,,
24 Sep 2007,745,785.5,744.45,781.4,7961666,,,,
25 Sep 2007,777,789.7,740,766.2,2823547,,,,
26 Sep 2007,756,777,735,739,2029425,,,,
27 Sep 2007,745.1,762,726.1,740.7,6496004,,,,
28 Sep 2007,745,766.5,745,763.2,3390952,,,,
01 Oct 2007,764.95,775,753.65,766.8,2948584,,,,
03 Oct 2007,785,904,780,892.4,18724318,,,,
04 Oct 2007,831.3,898.7,831.3,863.35,6654490,,,,
05 Oct 2007,865.1,894.95,833.3,851.1,3641882,,,,
08 Oct 2007,858.55,875,802,837.75,6243519,,,,
09 Oct 2007,830,871.7,807,865.4,4668946,,,,
10 Oct 2007,880,917.7,871,894.5,5713017,,,,
11 Oct 2007,915,929.9,898,918.75,4064392,,,,
12 Oct 2007,949,949,852.3,866.85,4483346,,,,
15 Oct 2007,884.4,904,880,897.95,2168413,,,,
16 Oct 2007,896.95,926.95,888.05,919.3,4083342,,,,
17 Oct 2007,870,903,751,895.15,6837606,,,,
18 Oct 2007,915,933.9,802.2,843.9,4726717,,,,
19 Oct 2007,810,857,785.9,818.35,3788642,,,,
22 Oct 2007,800,837,780,802,5102646,,,,
23 Oct 2007,840,878,818,870.2,2882769,,,,
24 Oct 2007,890,899,857,861.2,2916840,,,,
25 Oct 2007,872,875,855,868.5,2795203,,,,
26 Oct 2007,889.5,919.8,870.15,911.45,3407143,,,,
29 Oct 2007,922,938,905.8,911.2,2122868,,,,
30 Oct 2007,915,972.95,902.1,959.15,7063412,,,,
31 Oct 2007,997.3,999,940.25,949.4,4957007,,,,
01 Nov 2007,960,974.7,922.05,934.3,3805938,,,,
02 Nov 2007,902.3,939.75,861.15,931.15,1979783,,,,
05 Nov 2007,932,945.2,901.35,914.5,1886828,,100% Interim (FV Rs.2),,
06 Nov 2007,939.8,959.7,922,927.2,2254239,,,,
07 Nov 2007,940,945,920.15,927.95,1141856,,,,
08 Nov 2007,904,925,898.5,910.1,898334,,,,
09 Nov 2007,928.35,930,901,913.2,260715,,,,
12 Nov 2007,901.05,901.05,849.1,871.15,2336640,,,,
13 Nov 2007,876,911,862.15,905.6,1902929,,,,
14 Nov 2007,930,944.7,918,927.55,1322799,,,,
15 Nov 2007,944.6,957,927,949.1,1962081,,,,
16 Nov 2007,937,956.85,920.05,937.25,1097299,,,,
19 Nov 2007,950,969,940,948.1,1862710,,,,
20 Nov 2007,943,945,900.1,908.35,2591842,,,,
21 Nov 2007,912,924,860.2,869.55,1968489,,,,
22 Nov 2007,895,900,800,820.15,3947699,,,,
23 Nov 2007,839.8,878.4,835,868.5,2186896,,,,
26 Nov 2007,882,903.85,875,892.15,1124477,,,,
27 Nov 2007,895,904.9,872,900.45,1051933,,,,
28 Nov 2007,949.9,949.9,874,882,2016377,,,,
29 Nov 2007,887,919,874.15,880.65,1954162,,,,
