28 Nov 2003,96.4,97.2,94.96,96.11,23848,,,,
01 Dec 2003,97.2,100,97.2,99.11,51810,,,,
02 Dec 2003,99.2,99.99,96.56,99.69,45784,,,,
03 Dec 2003,99.2,100,98.16,99.61,34983,,,,
04 Dec 2003,99.99,99.99,96.24,96.66,30627,,,,
05 Dec 2003,97.92,98.3,96.08,96.18,35237,,,,
08 Dec 2003,96.8,98.4,95.2,97.53,22485,,,,
09 Dec 2003,98.15,98.56,97.52,98.38,22835,,,,
10 Dec 2003,98.88,99.04,97.2,97.54,33079,,,,
11 Dec 2003,98.56,98.64,94.25,95.54,30869,,,,
12 Dec 2003,95.72,96,94.43,94.89,35827,,,,
15 Dec 2003,96,96,94.64,94.8,12307,,,,
16 Dec 2003,95.12,99.28,95.12,97.72,120543,,,,
17 Dec 2003,98,99.58,97.2,97.46,31606,,,,
18 Dec 2003,98.8,99.04,96.34,97.03,16263,,,,
19 Dec 2003,98,103.44,97.32,102.3,95174,,,,
22 Dec 2003,103.32,104,100.88,101.5,45651,,,,
23 Dec 2003,102.15,102.24,99.84,100.12,21668,,,,
24 Dec 2003,100.79,102.7,100.64,101.33,40438,,,,
26 Dec 2003,101.6,103.84,101.6,102.96,47252,,,,
29 Dec 2003,103.82,105.04,100.18,102.02,61888,,,,
30 Dec 2003,103.2,104,101.12,101.88,37058,,,,
31 Dec 2003,102.4,106.72,102.08,105.38,112936,,,,
01 Jan 2004,107.12,108.56,105.92,108.06,78730,,,,
02 Jan 2004,108.16,112.3,108.16,111.9,148711,,,,
05 Jan 2004,111.2,113.98,105.2,108,95827,,,,
06 Jan 2004,108.8,109.2,105.32,106,47408,,,,
07 Jan 2004,106.4,106.4,103.84,104.89,52990,,,,
08 Jan 2004,105.6,107.11,105.28,106.48,42620,,,,
09 Jan 2004,108.8,110.8,106.97,109.25,80822,,,,
12 Jan 2004,109.2,109.92,105.84,107.31,74344,,,,
13 Jan 2004,106.92,109.18,105.76,108.59,23199,,,,
14 Jan 2004,109.52,110,106.88,107.61,37658,,,,
15 Jan 2004,108,108.16,105.68,106.27,35695,,,,
16 Jan 2004,106.4,106.88,104.08,106.3,40902,,,,
19 Jan 2004,105.6,108.8,104.32,108.68,24723,,,,
20 Jan 2004,109.2,109.6,104,104.87,23186,,,,
21 Jan 2004,105.2,106.38,101.68,103.71,44059,,,,
22 Jan 2004,104.4,104.8,100,101.48,21458,,,,
23 Jan 2004,102,104.23,102,103.58,51101,,,,
27 Jan 2004,104.4,105.52,102,102.06,72038,,,,
28 Jan 2004,102,102.64,101.09,102.17,134472,,,,
29 Jan 2004,103.69,103.92,95.76,97.17,50951,,,,
30 Jan 2004,97.44,99.36,91.68,96.11,109714,,,,
03 Feb 2004,96,96.32,90,91.49,84525,,,,
04 Feb 2004,91.98,92.64,90.08,91.94,17699,,,,
05 Feb 2004,91.84,93.6,91.2,92.12,21260,,,,
06 Feb 2004,92.56,92.56,85.6,91.62,41462,,,,
09 Feb 2004,91.2,93.76,91.2,92.99,37627,,,,
10 Feb 2004,93.6,95.35,92.8,93.75,20783,,,,
11 Feb 2004,93.76,94.75,93,93.81,16441,,,,
12 Feb 2004,94.8,94.8,93.36,94.08,13242,,,,
13 Feb 2004,91.04,97.91,90,97.4,32278,,,,
16 Feb 2004,96,99.42,96,97.64,17192,,,,
17 Feb 2004,98,99.52,97.44,97.48,15936,,,,
18 Feb 2004,97.84,98.72,97.44,97.55,5472,,,,
19 Feb 2004,97.76,98.75,95.04,96.52,49470,,,,
20 Feb 2004,96.16,96.31,94.82,95.96,29484,,,,
23 Feb 2004,96.08,96.39,94.8,95.72,23981,,,,
24 Feb 2004,94.24,95.84,93.89,95.52,19979,,,,
25 Feb 2004,95.84,100,95.6,99.36,72212,,,,
26 Feb 2004,99.36,100.22,94.8,95.26,18522,,,,
27 Feb 2004,97.2,97.2,95.2,95.65,15191,,,,
01 Mar 2004,96,97.2,92.24,96.44,28148,,,,
03 Mar 2004,97.15,101.24,97.15,99.66,41288,,,,
04 Mar 2004,99.28,99.84,96.56,98.04,17848,,,,
05 Mar 2004,98.4,99.44,98,98.97,61806,,,,
08 Mar 2004,99.91,100.2,99.2,99.62,59239,,,,
09 Mar 2004,99.2,100,97.84,98.97,11185,,,,
10 Mar 2004,98.4,99.84,97.34,98.28,10852,,,,
11 Mar 2004,98.08,98.56,97.2,97.87,59981,,,,
12 Mar 2004,97.6,98.4,96.44,97.66,12721,,,,
15 Mar 2004,98,98.08,95.2,95.61,7658,,,,
16 Mar 2004,93.62,96.8,93.2,95.88,11077,,,,
17 Mar 2004,97.68,98.2,94.4,95.69,29117,,,,
18 Mar 2004,92,95.52,88.88,90.3,46363,,,,
19 Mar 2004,90.48,90.56,88,88.55,33224,,,,
22 Mar 2004,88,92.48,88,91.52,29120,,,,
23 Mar 2004,91.36,93.44,90.82,92.35,28568,,,,
24 Mar 2004,93.94,94.8,92.64,93.87,15821,,,,
25 Mar 2004,95.04,95.04,89.92,90.16,41961,,,,
26 Mar 2004,91.59,91.75,89.68,90.98,18404,,,,
29 Mar 2004,91.2,93.11,90.92,91.59,19417,,,,
30 Mar 2004,91.21,91.88,90.96,91.22,4180,,,,
31 Mar 2004,91.24,94,91.24,93.6,15001,,,,
01 Apr 2004,93.2,94.4,92.2,93.92,23835,,,,
02 Apr 2004,94.32,96.08,91.2,94.73,34114,,,,
05 Apr 2004,94.8,95.6,94,94.74,15586,,,,
06 Apr 2004,94.72,99.5,94,95.3,55703,,,,
07 Apr 2004,96.08,96.8,93.92,94.94,17889,,,,
08 Apr 2004,95.28,95.76,93.52,94.33,28950,,,,
12 Apr 2004,94.8,96,94.8,95.92,18129,,,,
13 Apr 2004,95.24,96.96,95.21,96.61,18763,,,,
15 Apr 2004,96.8,98.28,96.4,97.89,20024,,,,
16 Apr 2004,97.64,98,97.2,97.82,20033,,,,
17 Apr 2004,96.96,99.84,96.96,99.34,11821,,,,
19 Apr 2004,99.91,101.12,99.36,99.98,24725,,,,
20 Apr 2004,100,100.72,99.68,100,50372,,,,
21 Apr 2004,99.2,106.48,99.2,104.81,226999,,,,
22 Apr 2004,105.69,107.51,105.68,106.82,141855,,,,
23 Apr 2004,107.2,108.4,103.2,104.14,78159,,,,
27 Apr 2004,104.24,108.96,102,107.55,68220,,,,
28 Apr 2004,107.53,108,104.78,105.44,17684,,,,
29 Apr 2004,105.43,109.6,104.79,107.82,20721,,,,
30 Apr 2004,108,109.92,106.92,109.46,24910,,,,
03 May 2004,109.69,112.56,109.2,111.87,72423,,,,
04 May 2004,112.72,112.88,108,109.9,34065,,,,
05 May 2004,110.4,111.12,109.2,109.92,12554,,,,
06 May 2004,110.96,110.96,107.82,108.21,42339,,,,
07 May 2004,108.32,108.32,105.68,106.4,65302,,,,
10 May 2004,106.4,106.4,104,105.06,16568,,,,
11 May 2004,108.8,108.8,101.4,102.28,96937,,,,1:5
12 May 2004,99.6,105.82,99.6,104.46,123472,,,,
13 May 2004,102.8,106.8,100.4,104.8,86330,,,,
14 May 2004,106.4,106.4,96.8,99.24,99114,,,,
17 May 2004,100,100,79.6,86.56,116605,,,,
18 May 2004,90,98,90,95.52,165881,,,,
19 May 2004,96.36,99.18,95.6,97.32,344305,,,,
20 May 2004,98.8,101.6,95.64,98.78,152239,,,,
21 May 2004,99.2,99.6,94.4,98.3,70906,,,,
24 May 2004,99.96,104.38,99.8,102.02,138620,,,,
25 May 2004,102.78,102.78,98.84,100.48,110779,,,,
26 May 2004,101.6,103.56,100.84,101.64,104570,,,,
27 May 2004,101.96,101.96,98,98.5,207146,,,,
28 May 2004,98.8,98.8,95.8,96.1,91386,,,,
31 May 2004,94,96.54,91.64,93.66,311864,,,,
01 Jun 2004,95.6,97.96,95.2,95.58,51394,,,,
02 Jun 2004,96.2,97.18,94.8,95.5,35186,,,,
03 Jun 2004,97.88,97.88,88.84,90.22,121698,,,,
04 Jun 2004,90,93.58,89.22,91.96,145433,,,,
07 Jun 2004,93.48,94.74,92.84,93.58,68694,,,,
08 Jun 2004,94.4,95.86,92.8,94.76,36799,,,,
09 Jun 2004,94.4,95.88,93.96,94.22,55222,,,,
10 Jun 2004,94.4,95.04,92.2,92.82,38226,,,,
11 Jun 2004,93.2,93.94,90.88,91.42,41942,,,,
14 Jun 2004,93.64,93.64,90.62,91.1,58868,,,,
15 Jun 2004,90,91.6,88.5,89.66,66928,,,,
16 Jun 2004,92,92,86,86.46,133412,,,,
17 Jun 2004,86.76,86.76,82.6,84.18,186418,,,,
18 Jun 2004,84.8,85.96,83.24,84.36,101816,,,,
21 Jun 2004,84.4,85.4,82.22,82.9,244082,,,,
22 Jun 2004,82.8,83,78.06,78.9,193211,,,,
23 Jun 2004,80,81.58,77.7,78.2,185068,,,,
24 Jun 2004,79.2,82.2,78,81.54,189722,,,,
25 Jun 2004,81.8,82,80.38,80.92,292593,,,,
28 Jun 2004,81.92,87.8,79.2,85.86,434932,,,,
29 Jun 2004,86.4,88.6,85.8,86.82,175195,,,,
30 Jun 2004,87.6,87.88,84.5,84.96,74763,,,,
01 Jul 2004,84.8,86.34,83.4,85.38,94374,,,,
02 Jul 2004,85.2,89.2,84.44,87.1,183836,,,,
05 Jul 2004,88.08,90.7,88.08,89.76,300297,,,,
06 Jul 2004,90.16,91.84,89.64,91.12,173209,,,,
07 Jul 2004,91.54,91.96,91.08,91.5,112279,,,,
08 Jul 2004,91.2,94,89.82,90.76,285219,,,,
09 Jul 2004,89.96,93.2,88.4,92.04,104586,,,,
12 Jul 2004,93.56,94.38,92.8,93.54,74058,,,,
13 Jul 2004,94.4,94.76,92.88,93.9,52380,,,,
14 Jul 2004,93.6,94.64,91.56,92.18,88769,,,,
15 Jul 2004,92.74,93.2,91.88,92.46,64589,,,,
16 Jul 2004,93.12,93.94,92.24,93.46,60245,,,,
19 Jul 2004,94,96.78,93.96,95.8,80184,,,,
20 Jul 2004,96.8,97.56,96,96.6,126274,,,,
21 Jul 2004,97.2,97.88,95.2,96.2,102799,,,,
22 Jul 2004,97.2,98,95.64,96.46,163334,,,,
23 Jul 2004,96.76,97.6,95.68,96.2,211542,,,,
26 Jul 2004,95.4,96.94,94.6,95.98,78762,,,,
27 Jul 2004,96.2,97.4,95.6,96.72,556379,,,,
28 Jul 2004,96.4,97.52,96.04,96.7,1010946,,,,
29 Jul 2004,96.8,101.56,96,100.06,175568,,,,
30 Jul 2004,100.82,102,98.8,99.6,85289,,,,
02 Aug 2004,101.2,101.2,98.2,98.86,74280,,,,
03 Aug 2004,99.2,99.56,97.22,97.78,55125,,,,
04 Aug 2004,97.62,98.2,95.9,96.38,289473,,,,
05 Aug 2004,96.48,98,95.6,97.56,115634,,,,
06 Aug 2004,97.24,99.2,96.82,97.28,62674,,,,
09 Aug 2004,97.2,98.2,96.84,97.72,25909,,,,
10 Aug 2004,97.8,98,96.68,97.36,61403,,,,
11 Aug 2004,98,98.38,96.4,97.46,56581,,,,
12 Aug 2004,97.6,98.78,96.96,97.62,68618,,,,
13 Aug 2004,97.98,98.4,97.2,97.46,33212,,,,
16 Aug 2004,97.6,99.84,96.6,98.68,106864,,,,
17 Aug 2004,99.2,99.7,97.74,98.24,76681,,,,
18 Aug 2004,98.16,98.76,93.6,94.7,254836,,,,
19 Aug 2004,94.32,94.32,92.36,93.28,94010,,,,
20 Aug 2004,93.92,94.6,92.06,92.42,55006,,,,
23 Aug 2004,92.8,93.74,92.06,92.4,26206,,,,
24 Aug 2004,93.92,94.76,92.64,94.16,34869,,,,
25 Aug 2004,95.2,95.2,94.4,94.82,27213,,,,
26 Aug 2004,95.6,97.8,95.1,96.9,155155,,,,
27 Aug 2004,99.76,99.76,96,96.08,39671,,,,
30 Aug 2004,97.6,97.6,95.6,96.36,53530,,,,
31 Aug 2004,96.5,97.18,94.5,95.22,291216,,,,
01 Sep 2004,96.16,96.4,95.2,95.46,54714,,,,
02 Sep 2004,96,96.18,94.8,94.94,43206,,,,
03 Sep 2004,95.88,95.88,93.22,94.04,95000,,,,
06 Sep 2004,94.8,95.36,94.08,94.56,39741,,,,
07 Sep 2004,95,95,93.24,93.6,46179,,,,
08 Sep 2004,95.56,100.4,95.56,99.76,445077,,,,
09 Sep 2004,100,101.2,98.72,99.56,255927,,,,
10 Sep 2004,100,105.2,98.86,104.26,585179,,,,
13 Sep 2004,103.52,107.96,103.2,105.88,411134,,,,
14 Sep 2004,105.96,109.46,105.96,108.34,554469,,,,
15 Sep 2004,108.8,110,107.06,108.26,355228,,,,
16 Sep 2004,108.8,108.8,106.9,107.8,108475,,,,
17 Sep 2004,108,108.72,107.1,108.1,98884,,,,
20 Sep 2004,108.04,112.22,108,110.16,207860,,,,
21 Sep 2004,110,115.2,110,113.96,292441,,,,
22 Sep 2004,114.44,115.36,112.88,113.82,279191,,,,
23 Sep 2004,113.8,114.6,112.1,112.54,132768,,,,
24 Sep 2004,111.22,115.72,111.22,114.42,272197,,,,
27 Sep 2004,115.52,116,112.36,112.84,198895,,,,
28 Sep 2004,112.84,114.1,112.42,113.1,132739,,,,
29 Sep 2004,113.6,114.74,111.24,114.16,101270,,,,
30 Sep 2004,114.94,119.2,113.6,118.42,379629,,,,
01 Oct 2004,118.44,119.7,116.02,119.06,171088,,,,
04 Oct 2004,120,120.76,118.8,119.86,221058,,,,
05 Oct 2004,119.24,120.4,117,117.6,251041,,,,
06 Oct 2004,118,118.8,114.86,115.22,173542,,,,
07 Oct 2004,115.4,116.78,113.8,116.16,125785,,,,
08 Oct 2004,117.52,117.96,115,115.88,141603,,,,
09 Oct 2004,116.8,117.18,115.2,115.88,34404,,,,
11 Oct 2004,116.76,117.6,115,115.4,131767,,,,
12 Oct 2004,116.6,116.6,114,114.34,82051,,,,
14 Oct 2004,114.8,115.52,112.9,113.34,75927,,,,
15 Oct 2004,113.8,115.92,112,113.42,200420,,,,
18 Oct 2004,114,115.8,111.76,112.06,161789,,,,
19 Oct 2004,113.16,113.96,111.4,112.06,140906,,,,
20 Oct 2004,113.74,113.74,109.6,110.18,227078,,,,
21 Oct 2004,111,111.04,109.12,110.1,76006,,,,
25 Oct 2004,110.54,110.54,106.94,107.98,94726,,,,
26 Oct 2004,108.04,108.58,105.74,106.92,290308,,,,
27 Oct 2004,110,110.2,108.4,108.76,452861,,,,
28 Oct 2004,109.98,112.4,109.6,110.32,258766,,,,
29 Oct 2004,112.4,112.76,110.96,111.8,128776,,,,
01 Nov 2004,112.76,112.76,111.3,112.02,72837,,,,
02 Nov 2004,112.2,112.96,111.26,111.58,107458,,,,
03 Nov 2004,112.4,112.76,109.84,110.76,209355,,,,
04 Nov 2004,112,112.3,110.06,110.62,138889,,,,
05 Nov 2004,111,111.6,109.2,109.7,126320,,,,
08 Nov 2004,110.4,110.74,108.22,109.08,289781,,,,
09 Nov 2004,109.52,110.36,107.7,108.32,179949,,,,
10 Nov 2004,109.16,110.2,108.4,109.66,263091,,,,
11 Nov 2004,110.8,112.2,110,111.14,264921,,,,
12 Nov 2004,112,114,111.02,111.6,65296,,,,
16 Nov 2004,111.2,112.16,110,111.22,252190,,,,
17 Nov 2004,112,112,108.02,108.68,193703,,,,
18 Nov 2004,109.6,109.6,106.04,107.02,441142,,,,
19 Nov 2004,110.4,110.4,105.8,106.06,196829,,,,
22 Nov 2004,105.92,105.92,103.7,104.82,141091,,,,
23 Nov 2004,107.96,107.96,105.64,106.94,168636,,,,
24 Nov 2004,108,108.58,107.2,107.7,125169,,,,
25 Nov 2004,108.34,110.76,107.24,109.34,256452,,,,
29 Nov 2004,110.4,112.5,110,111.74,238470,,,,
30 Nov 2004,112.4,113.6,110.52,110.98,228080,,,,
01 Dec 2004,111.8,114.54,111.5,113.38,443510,,,,
02 Dec 2004,114.3,116.32,114.3,115.36,452902,,,,
03 Dec 2004,116,118.18,114.6,116.8,342938,,,,
06 Dec 2004,118.8,119.8,117.2,117.4,289965,,,,
07 Dec 2004,118.4,118.6,116.6,117.28,430245,,,,
08 Dec 2004,117.8,118,114.8,115.58,102850,,,,
09 Dec 2004,114,115.3,113.2,114.08,428964,,,,
10 Dec 2004,114.12,116,113.2,113.64,112437,,,,
13 Dec 2004,113.62,114.4,112.62,113.82,55564,,,,
14 Dec 2004,114.8,115.2,113.58,114.52,77539,,,,
15 Dec 2004,115.9,117.1,114.7,116.4,252776,,,,
16 Dec 2004,117.46,118.4,117,117.72,276029,,,,
17 Dec 2004,117.96,121.54,117.96,119.56,514508,,,,
20 Dec 2004,120.66,123.08,120.56,122.7,312379,,,,
21 Dec 2004,123.2,125.6,123.2,124.1,224237,,,,
22 Dec 2004,124.8,125,121.22,121.78,180570,,,,
23 Dec 2004,121.42,123.58,121.34,121.66,124175,,,,
24 Dec 2004,122.6,123.12,121.2,121.56,78813,,,,
27 Dec 2004,120.4,124,120.4,123.04,148674,,,,
28 Dec 2004,123.2,125.2,122.9,124.46,419902,,,,
29 Dec 2004,125.6,126.28,123.68,125.24,212354,,,,
30 Dec 2004,126,127,124.08,124.5,186374,,,,
31 Dec 2004,125.6,127.8,125.2,126.9,212107,,,,
03 Jan 2005,128,128.8,126.4,127.5,165523,,,,
04 Jan 2005,128.66,128.8,126.2,127.06,189647,,,,
05 Jan 2005,127,127.02,114.8,120.46,307972,,,,
06 Jan 2005,122,122.04,116,117.4,495158,,,,
07 Jan 2005,117.24,118.78,116.02,116.64,458355,,,,
10 Jan 2005,116,119,111.8,112.68,382454,,,,
11 Jan 2005,112.76,113.6,106.02,107.16,663288,,,,
12 Jan 2005,108.8,109.2,98.2,101.02,982366,,,,
13 Jan 2005,102.8,107.56,102.4,105.74,952853,,,,
14 Jan 2005,106.4,108.74,105.26,106.28,499627,,,,
17 Jan 2005,107.6,107.6,101.6,105,346365,,,,
18 Jan 2005,105.2,108.8,103.82,104.5,448105,,,,
19 Jan 2005,106,108.68,105.4,106.56,405791,,,,
20 Jan 2005,107.4,109.36,105.3,108.48,254084,,,,
24 Jan 2005,109.12,110.8,108.5,110.12,308513,,,,
25 Jan 2005,104.8,110.2,104.8,109.16,216368,,,,
27 Jan 2005,109.6,110.3,106.62,107.2,222464,,,,
28 Jan 2005,107.6,110.18,107.6,109.98,255416,,,,
31 Jan 2005,111.48,115.7,110.82,114.7,876618,,,,
01 Feb 2005,115.96,116,112.2,113.34,338204,,,,
02 Feb 2005,110,114.56,110,113.38,128679,,,,
03 Feb 2005,113.6,114.74,113.2,113.76,115360,,,,
04 Feb 2005,114.8,115.36,113.26,113.84,115806,,,,
07 Feb 2005,114,114.64,110.6,111.12,155976,,,,
08 Feb 2005,112,112.16,109.04,109.56,112625,,,,
09 Feb 2005,109.2,110.8,108.8,109.48,325021,,,,
10 Feb 2005,110.64,111.96,109.76,110.16,120003,,,,
11 Feb 2005,110.4,111.2,109.68,110.28,111717,,,,
14 Feb 2005,111.12,111.5,110.4,110.66,78284,,,,
15 Feb 2005,110.78,110.8,109.24,109.72,58761,,,,
16 Feb 2005,109.6,111,109.22,109.88,180825,,,,
17 Feb 2005,109.6,110,108.4,109.8,109030,,,,
18 Feb 2005,108.6,110.2,108.32,108.8,175832,,,,
21 Feb 2005,108.8,108.8,105.8,106.24,325485,,,,
22 Feb 2005,106.4,107.88,105.5,107.08,123091,,,,
23 Feb 2005,107.16,107.6,105.68,105.98,70297,,,,
24 Feb 2005,106.76,107.56,103.1,103.62,307824,,,,
25 Feb 2005,104.4,105.56,102.88,103.46,174738,,,,
28 Feb 2005,104,105.16,103.28,104.08,158048,,,,
01 Mar 2005,104.4,105.4,103.24,103.76,89525,,,,
02 Mar 2005,104.4,104.78,102.98,103.28,83951,,,,
03 Mar 2005,103.04,108.04,103.02,107.36,282549,,,,
04 Mar 2005,108.6,109.16,107.44,108,234471,,,,
07 Mar 2005,109.6,109.6,106.2,106.54,153801,,,,
08 Mar 2005,107.1,110.8,106.4,109.04,124310,,,,
09 Mar 2005,110.8,119.96,107.42,118.2,1577812,,,,
10 Mar 2005,116,117.9,113.36,113.84,692645,,,,
11 Mar 2005,115.2,115.48,111.6,112,187848,,,,
14 Mar 2005,113,113.16,109.6,110.04,140872,,,,
15 Mar 2005,110.52,114.44,109.64,113.28,374178,,,,
16 Mar 2005,114.8,116,112.12,113.2,298475,,,,
17 Mar 2005,112.8,114,111.6,112.74,177348,,,,
18 Mar 2005,112,113.1,109.56,110.48,197670,,,,
21 Mar 2005,111.5,112.6,109.2,109.74,153943,,,,
22 Mar 2005,109.8,110.68,104.86,105.6,190545,,,,
23 Mar 2005,107.9,108,103.2,104.26,240382,,,,
24 Mar 2005,104.26,105.2,100.8,101.5,372350,,,,
28 Mar 2005,102.4,103.92,102,103.1,217664,,,,
29 Mar 2005,103.2,103.38,99.2,100.34,167250,,,,
30 Mar 2005,100.8,101.52,98.8,100.62,132532,,,,
31 Mar 2005,101.4,103.6,100.48,101.92,274299,,,,
01 Apr 2005,102.8,104.4,102.4,103.96,113818,,,,
04 Apr 2005,104.56,116,103.9,104.94,202299,,,,
05 Apr 2005,105.2,105.2,102.4,103.9,149557,,,,
06 Apr 2005,104.04,104.4,103.2,103.76,45959,,,,
07 Apr 2005,104.54,104.8,100.64,101.02,254272,,,,
