12 Aug 2003,141.41,142.71,137.96,139.32,3879833,,,,
13 Aug 2003,139.94,142.09,137.99,141.56,3708435,,,,
14 Aug 2003,143.18,144.59,141.85,143.21,3703138,,,,
18 Aug 2003,144.95,152.9,143.77,152.4,5154261,,,,
19 Aug 2003,153.78,156.44,146.42,147.83,4827871,,,,
20 Aug 2003,148.48,149.48,142.65,143.27,3213789,,,,
21 Aug 2003,144.36,147.89,143.24,145.68,2807910,,,,
22 Aug 2003,146.07,151.31,145.95,149.25,3493205,,,,
25 Aug 2003,150.72,150.84,139.35,141.29,4460683,,,,
26 Aug 2003,142.15,151.43,142,150.9,4474525,,,,
27 Aug 2003,151.75,154.11,148.3,148.92,3475865,,,,
28 Aug 2003,149.81,150.69,143.91,144.86,3017516,,,,
29 Aug 2003,145.51,151.57,142.62,148.54,5146894,,,,
01 Sep 2003,149.36,150.84,146.6,149.98,3515499,,,,
02 Sep 2003,149.84,151.43,146.77,149.28,2457069,,,,
03 Sep 2003,149.36,153.93,147.18,148.72,6126049,,,,
04 Sep 2003,149.36,156.41,148.95,152.19,6873989,,,,
05 Sep 2003,153.78,158.38,152.69,157.73,4522214,,,,
08 Sep 2003,158.32,159.62,155.85,156.32,3438270,,,,
09 Sep 2003,157.44,158.64,150.98,151.93,3342966,,,,
10 Sep 2003,152.02,154.37,148.25,152.81,4172713,,,,
11 Sep 2003,155.2,155.4,151.43,152.37,2594435,,,,
12 Sep 2003,152.02,156.14,147.3,148.01,3311275,,,,
15 Sep 2003,148.22,148.42,143.27,144.71,6900201,,,,
16 Sep 2003,144.95,155.79,143.18,154.79,5294854,,,,
17 Sep 2003,155.9,160.12,152.37,153.49,4969736,,,,
18 Sep 2003,153.67,154.26,146.57,147.39,4308888,,,,
19 Sep 2003,148.48,151.96,146.15,151.07,4734549,,,,
22 Sep 2003,146.71,150.45,144.36,144.95,4964969,,,,
23 Sep 2003,145.24,151.28,143.97,150.81,4230430,,,,
24 Sep 2003,152.02,154.08,150.93,152.63,4304502,,,,
25 Sep 2003,152.63,156.99,150.9,153.7,5445314,,,,
26 Sep 2003,154.46,157.17,153.43,156.64,3472379,,,,
29 Sep 2003,156.2,162.21,155.55,158.29,5300313,,,,
30 Sep 2003,159.09,160.8,156.52,160.09,4151756,,,,
01 Oct 2003,160.06,161.74,158.56,158.97,3348979,,,,
03 Oct 2003,161.44,166.75,159.73,166.01,4379150,,,,
06 Oct 2003,167.04,172.58,166.16,171.96,3463510,,,,
07 Oct 2003,175.29,182.04,172.05,178.85,8464296,,,,
08 Oct 2003,179.27,181.48,176.32,179.18,6137467,,,,
09 Oct 2003,182.65,184.28,179.27,183.45,3925755,,,,
10 Oct 2003,188.55,188.78,184.01,187.9,3778008,,,,
13 Oct 2003,188.84,202.04,188.25,201.22,6101102,,,,
14 Oct 2003,202.39,203.87,191.55,192.17,6461215,,,,
15 Oct 2003,193.85,203.19,190.9,202.39,8774578,,,,
16 Oct 2003,203.78,214.15,203.4,211.35,8459190,,,,
17 Oct 2003,212.09,213.23,208.23,209.73,4225101,,,,
20 Oct 2003,210.35,211.5,201.92,202.84,3664744,,,,
21 Oct 2003,202.75,211,193.85,196.77,9584325,,,,
22 Oct 2003,197.89,203.57,197.89,201.19,8779307,,,,
23 Oct 2003,201.8,205.81,197.74,198.83,6470556,,,,
24 Oct 2003,199.15,202.48,193.88,201.22,8487562,,,,
25 Oct 2003,206.22,206.22,202.69,203.66,1837823,,,,
27 Oct 2003,203.9,204.43,193,193.67,6801368,,,,
28 Oct 2003,195.5,197.53,190.31,193.88,10576158,,,,
29 Oct 2003,195.62,196.62,189.75,194.79,9171677,,,,
30 Oct 2003,195.88,207.28,193.61,204.99,13972416,,,,
31 Oct 2003,206.22,211.97,205.75,211.2,5674358,,,,
03 Nov 2003,212.7,224.37,212.12,223.31,6895805,,,,
04 Nov 2003,229.79,229.79,217.18,218.54,6567032,,,,
05 Nov 2003,218.66,220.48,214.33,217.15,4699797,,,,
06 Nov 2003,219.66,222.04,216.36,220.6,5960742,,,,
07 Nov 2003,222.96,222.96,213.97,215,4949052,,,,
10 Nov 2003,214.47,219.45,209.76,217.65,7002916,,,,
11 Nov 2003,223.9,223.9,214.27,215.59,4228758,,,,
12 Nov 2003,217.06,217.45,213.94,214.47,2652558,,,,
13 Nov 2003,216.48,217.6,208.64,209.76,3825786,,,,
14 Nov 2003,211.53,213.23,205.63,206.43,6421153,,,,
15 Nov 2003,207.34,209.94,205.96,208.93,1804372,,,,
17 Nov 2003,210.35,217.36,206.08,214.83,4662910,,,,
18 Nov 2003,214.47,216.24,208.23,209.35,3719816,,,,
19 Nov 2003,208.58,209.17,202.48,203.1,4019699,,,,
20 Nov 2003,212.12,212.12,197.12,198.27,4519201,,,,
21 Nov 2003,202.69,203.54,196.21,202.86,5724739,,,,
24 Nov 2003,209.17,209.17,201.86,205.25,4418907,,,,
25 Nov 2003,212.12,212.12,204.04,207.52,3238282,,,,
27 Nov 2003,212.12,212.68,206.22,208.11,3271817,,,,
28 Nov 2003,209.76,215.65,209.46,212.73,6822490,,,,
01 Dec 2003,217.12,218.74,213.88,218.1,2851038,,,,
02 Dec 2003,220.6,222.43,215.42,218.51,4541033,,,,
03 Dec 2003,219.3,219.66,214.47,215.95,2558098,,,,
04 Dec 2003,216.09,218.13,212.47,215.77,3361088,,,,
05 Dec 2003,218.01,220.36,208.29,209.35,4167727,,,,
08 Dec 2003,210.5,214.74,207.61,213.38,2739268,,,,
09 Dec 2003,218.01,218.01,213.03,214.59,1815801,,,,
10 Dec 2003,218.01,219.19,214.06,216.56,3412722,,,,
11 Dec 2003,219.13,219.13,214.18,215.39,2292409,,,,
12 Dec 2003,217.71,224.14,213,223.1,4087894,,,,
15 Dec 2003,226.85,231.5,223.9,230.85,4788951,,,,
16 Dec 2003,229.79,230.29,225.9,227.7,4112664,,,,
17 Dec 2003,228.85,228.85,224.93,226.23,2542458,,,,
18 Dec 2003,226.99,234.74,226.46,233.47,3837604,,,,
19 Dec 2003,235.09,236.69,231.62,233.06,3011218,,,,
22 Dec 2003,234.92,237.83,232.8,236.21,2749572,,,,
23 Dec 2003,236.86,237.86,231.85,233.24,2262841,,,,
24 Dec 2003,233.39,243.93,232.27,242.67,3651261,,,,
26 Dec 2003,243.87,250.71,243.05,250.12,2702668,,,,
29 Dec 2003,247.47,261.02,247.47,259.58,2045847,,,,
30 Dec 2003,261.61,262.02,250.71,252.51,3577363,,,,
31 Dec 2003,256.25,262.4,252.83,261.64,5188136,,,,
01 Jan 2004,265.14,265.67,261.61,262.58,2306498,,,,
02 Jan 2004,267.38,269.27,264.5,266,1982217,,,,
05 Jan 2004,268.09,269.12,256.66,259.96,3973479,,,,
06 Jan 2004,262.14,264.2,252.24,253.65,3004186,,,,
07 Jan 2004,256.25,261.37,250.89,260.7,5221715,,,,
08 Jan 2004,262.2,265.09,261.61,262.99,2342090,,,,
09 Jan 2004,265.14,271.04,258.66,260.08,4478097,,,,
12 Jan 2004,262.2,263.26,254.89,261.93,3669937,,,,
13 Jan 2004,261.55,265.2,258.37,264.5,2851874,,,,
14 Jan 2004,266.91,272.21,265.14,268.97,2942389,,,,
15 Jan 2004,269.98,274.84,259.37,260.96,3527905,,,,
16 Jan 2004,260.84,262.7,254.86,256.98,4153521,,,,
19 Jan 2004,271.04,271.04,251.89,269.39,6043660,,,,
20 Jan 2004,271.04,273.01,254.89,258.16,6744168,,,,
21 Jan 2004,257.37,262.91,243.14,245.91,4864383,,,,
22 Jan 2004,246.88,253.89,227.64,232.15,6614127,,,,
23 Jan 2004,237.98,253.36,236.86,251.8,4683964,,,,
27 Jan 2004,254.36,262.49,251,261.29,3242693,,,,
28 Jan 2004,262.14,267.15,253.09,257.31,6062288,,,,
29 Jan 2004,259.08,261.9,252.18,253.33,5161051,,,,
30 Jan 2004,256.31,256.54,236.63,238.31,7129880,,,,
03 Feb 2004,241.43,242.17,225.37,227.46,6809918,,,,
04 Feb 2004,235.68,245.67,228.5,245.17,6837371,,,,
05 Feb 2004,246.85,249.82,232.03,237.89,8063383,,,,
06 Feb 2004,240.04,244.46,236.45,243.76,4940557,,,,
09 Feb 2004,245.97,250.18,243.64,249.35,3646825,,,,
10 Feb 2004,250.59,251.42,240.99,245.29,4307736,,,,
11 Feb 2004,246.11,254.54,245.7,253.45,8157335,,,,
12 Feb 2004,254.42,255.78,247.94,251.62,3988590,,,,
13 Feb 2004,252.59,259.25,251.09,258.84,5661148,,,,
16 Feb 2004,260.43,265.5,259.9,261.49,4832026,,,,
17 Feb 2004,261.31,268.24,261.02,267.27,4961723,,,,
18 Feb 2004,268.09,269.24,264.08,265.06,3281337,,,,
19 Feb 2004,266.32,268.97,255.13,256.57,8199304,,,,
20 Feb 2004,257.13,262.93,254.24,260.14,6373743,,,,
23 Feb 2004,256.31,265.56,253.18,254.27,3773688,,,,
24 Feb 2004,255.01,262.11,251.59,261.43,5449422,,,,
25 Feb 2004,260.43,262.08,250.03,251.33,5244533,,,,
26 Feb 2004,251,258.49,248.15,249.56,4010846,,,,
27 Feb 2004,250.74,253.74,242.46,253.18,7722773,,,,
01 Mar 2004,255.36,257.69,248.06,257.1,5266634,,,,
03 Mar 2004,259.25,263.38,257.04,259.61,5486369,,,,
04 Mar 2004,260.14,260.14,249.91,252.83,4202475,,,,
05 Mar 2004,251.3,261.4,250.8,260.78,6924322,,,,
08 Mar 2004,260.43,266.2,259.08,265.03,5191303,,,,
09 Mar 2004,265.17,266.15,257.81,260.34,5323263,,,,
10 Mar 2004,260.25,260.84,254.95,255.92,5419484,,,,
11 Mar 2004,254.95,255.42,244.52,246.55,4263817,,,,
12 Mar 2004,244.99,249.47,242.75,248.44,5738384,,,,
15 Mar 2004,248.76,250.41,225.67,228.91,7544724,,,,
16 Mar 2004,225.9,234.33,225.11,231,6090730,,,,
17 Mar 2004,233.21,236.54,229.44,233.03,4592032,,,,
18 Mar 2004,232.15,234.95,225.23,226.61,4061460,,,,
19 Mar 2004,227.61,232.03,222.46,228.76,4610783,,,,
22 Mar 2004,228.61,228.61,214.03,215.15,3775735,,,,
23 Mar 2004,214.71,219.92,212.82,214.27,5109325,,,,
24 Mar 2004,213.88,216.24,207.49,209.91,4276265,,,,
25 Mar 2004,211.97,221.87,210.05,219.04,3963217,,,,
26 Mar 2004,223.25,224.16,218.33,221.4,3091548,,,,
29 Mar 2004,223.9,225.02,214.24,223.63,3366058,,,,
30 Mar 2004,223.9,228.32,221.31,225.14,5162423,,,,
31 Mar 2004,225.08,227.97,221.6,225.96,2512639,,,,
01 Apr 2004,226.73,232.15,225.37,231.53,2723975,,,,
02 Apr 2004,235.68,238.25,228.61,237.72,4433203,,,,
05 Apr 2004,240.28,243.43,236.66,239.4,2746534,,,,
06 Apr 2004,241.58,241.58,231.65,233.86,2865970,,,,
07 Apr 2004,233.92,237.89,228.61,231.62,3792497,,,,
08 Apr 2004,232.38,238.57,227.79,235.95,5356959,,,,
12 Apr 2004,237.63,238.72,231.94,233.47,2327511,,,,
13 Apr 2004,233.92,238.63,229.79,237.78,1965089,,,,
15 Apr 2004,241.58,241.58,230.79,232.03,4899241,,,,
16 Apr 2004,233.33,236.33,231.85,233.27,2264718,,,,
17 Apr 2004,235.68,235.68,230.91,233.03,1438375,,,,
19 Apr 2004,233.33,234.51,228.7,230.65,2551382,,,,
20 Apr 2004,233.03,235.95,228.67,234.77,3352601,,,,
21 Apr 2004,235.68,244.55,234.33,243.23,3409716,,,,
22 Apr 2004,250.41,250.41,240.46,241.55,3832339,,,,
23 Apr 2004,246,246.11,239.96,241.19,2816970,,,,
27 Apr 2004,236.27,236.27,222.28,223.43,3254605,,,,
28 Apr 2004,229.79,229.79,220.95,226.34,3778642,,,,
29 Apr 2004,225.61,225.84,216.12,217.06,4458971,,,,
30 Apr 2004,217.89,218.42,209.17,210.82,4630759,,,,
03 May 2004,209.46,211.2,198.98,201.8,5201304,,,,
04 May 2004,202.95,210.29,201.54,206.16,3995097,,,,
05 May 2004,209.17,210.58,205.99,209.17,2485202,,,,
06 May 2004,212.12,217.06,211.59,215.83,2366865,,,,
07 May 2004,216.71,216.71,202.78,203.78,4200081,,,,
10 May 2004,200.33,202.69,192.23,195.76,4510123,,,,
11 May 2004,191.49,191.49,177.56,181.06,6854247,,,,
12 May 2004,182.65,188.31,176.76,186.01,7053565,,,,
13 May 2004,179.12,192.08,172.79,187.37,8139914,,,,
14 May 2004,188.55,197.97,165.04,170.05,7184884,,,,
17 May 2004,176.76,176.76,136.23,154.7,4308585,,,,
18 May 2004,153.08,175.91,153.08,172.99,5425741,,,,
19 May 2004,178.12,187.07,175.58,185.66,5985428,,,,
20 May 2004,186.78,193.08,182.07,188.87,10264107,,,,
21 May 2004,196.21,196.8,186.81,193.67,7124187,,,,
24 May 2004,195.62,199.36,195.09,196.47,3983396,,,,
25 May 2004,197.39,197.94,191.29,196.15,3617060,,,,
26 May 2004,198.39,198.56,191.82,193.64,3077698,,,,
27 May 2004,191.49,192.97,187.19,187.93,3753886,,,,
28 May 2004,183.24,187.96,177.09,178.35,4103966,,,,
31 May 2004,176.17,178.41,170.05,174.55,4660482,,,,
01 Jun 2004,182.65,182.65,175.91,178.18,3476636,,,,
02 Jun 2004,178.53,185.45,178.18,183.45,3909307,,,,
03 Jun 2004,188.55,189.08,173.26,175.5,4542039,,,,
04 Jun 2004,173.82,187.34,173.23,185.87,5909889,,,,
07 Jun 2004,188.49,190.14,180.39,181.92,7617831,,,,
08 Jun 2004,179.71,179.71,174.17,175.44,4008347,,,,
09 Jun 2004,177.59,178.65,173.67,175.64,2735306,,,,
10 Jun 2004,173.82,177.65,173.82,176,2142792,,,,
11 Jun 2004,182.65,182.65,169.99,170.84,3368098,,,,
14 Jun 2004,167.92,167.92,158.94,160.8,4538776,,,,
15 Jun 2004,161.21,170.93,161.21,169.6,6122391,,,,
16 Jun 2004,170.87,171.31,164.8,166.92,3876158,,,,
17 Jun 2004,168.51,170.87,164.98,170.16,3311442,,,,
18 Jun 2004,168.93,170.4,163.95,165.16,3581935,,,,
21 Jun 2004,156.14,167.54,156.14,163.83,2179172,,,,
22 Jun 2004,163.3,166.63,162.21,164.74,2831769,,,,
23 Jun 2004,165.74,166.89,158.06,159.09,2830404,,,,
24 Jun 2004,160,163.06,157.61,161.89,3515622,,,,
25 Jun 2004,162.62,175.41,161.97,174.38,7399141,,,,
28 Jun 2004,176.14,179.18,174.7,178.5,3776745,,,,
29 Jun 2004,178.53,181.36,175.26,180.06,6044242,,,,
30 Jun 2004,181.27,182.8,176.32,177.23,3967312,,,,
01 Jul 2004,181.36,181.71,173.08,180.74,6092056,,,,
02 Jul 2004,179.12,183.45,177.5,179.3,6300206,,,,
05 Jul 2004,180.8,181.39,176.85,178.15,3249855,,,,
06 Jul 2004,178.47,184.95,176.76,184.57,6573123,,,,
07 Jul 2004,185.37,188.4,183.39,186.31,5498761,,,,
08 Jul 2004,186.96,188.43,172.96,174.61,6405254,,,,
09 Jul 2004,169.69,181.48,167.92,180.68,3099516,,,,
12 Jul 2004,181.48,186.46,178.53,185.31,2403090,,,,
13 Jul 2004,186.19,187.37,178.24,181.21,2082252,,,,
14 Jul 2004,182.07,186.78,180.36,184.81,3834146,,,,
15 Jul 2004,184.42,193.26,184.42,192.79,4506669,,,,
16 Jul 2004,194.26,200.42,191.49,199.65,5684738,,,,
19 Jul 2004,197.39,205.96,197.39,203.57,4115515,,,,
20 Jul 2004,205.52,205.87,200.71,202.95,3908116,,,,
21 Jul 2004,204.34,214.47,203.87,210.14,3969121,,,,
22 Jul 2004,214.47,219.04,212.79,214.15,7570153,,,,
23 Jul 2004,216.12,216.12,210.76,214.44,5001129,,,,
26 Jul 2004,214.41,221.19,212.12,220.31,3788346,,,,
27 Jul 2004,229.79,229.79,217.42,223.05,5113829,,,,
28 Jul 2004,222.72,225.08,221.07,222.78,3863396,,,,
29 Jul 2004,224.7,232.68,222.19,231.35,5780087,,,,
30 Jul 2004,234.51,234.51,228.61,230.97,5952281,,,,
02 Aug 2004,230.38,233.68,229.5,230.53,3501002,,,,
03 Aug 2004,230.38,236.8,228.97,233.44,5680955,,,,
04 Aug 2004,233.92,236.54,232.74,234.62,4139321,,,,
05 Aug 2004,236.86,240.99,235.09,240.19,3183343,,,,
06 Aug 2004,240.54,241.52,235.39,237.89,4192647,,,,
09 Aug 2004,239.01,241.19,236.33,237.75,3914145,,,,
10 Aug 2004,238.45,240.63,237.6,239.43,3526016,,,,
11 Aug 2004,242.87,242.87,226.7,228.55,4455285,1:2,,,
12 Aug 2004,226.34,231.56,224.84,227.98,5112182,,,,
13 Aug 2004,231.56,231.56,224.53,226.03,3246885,,,,
16 Aug 2004,226.7,236.42,222.81,235.23,6674153,,,,
17 Aug 2004,237.17,241.1,235.98,238.54,4990955,,,,
18 Aug 2004,239.07,239.07,230.41,231.38,3339689,,,,
19 Aug 2004,229.79,236.29,229.79,235.14,2474790,,,,
20 Aug 2004,238.19,238.19,227.54,229.53,4189779,,,,
23 Aug 2004,226.43,230.45,215.38,216.67,6602808,,,,
24 Aug 2004,229.61,229.61,216.53,219.49,3087768,,,,
25 Aug 2004,220.95,221.84,218.21,219.49,1916199,,,,
26 Aug 2004,221.66,221.66,215.83,216.98,2291896,,,,
27 Aug 2004,217.42,218.21,213.4,214.81,2057361,,,,
30 Aug 2004,215.69,222.32,214.77,220.73,2178798,,,,
31 Aug 2004,221.35,223.29,216.75,222.63,2871327,,,,
01 Sep 2004,225.73,225.73,219.89,220.6,2169960,,,,
02 Sep 2004,220.86,222.54,218.3,219.32,2039320,,,,
03 Sep 2004,223.6,223.6,218.79,221.31,1846311,,,,
06 Sep 2004,224.31,225.19,220.95,223.38,1422517,,,,
07 Sep 2004,223.96,227.45,223.43,225.86,2020288,,,,
08 Sep 2004,228.86,229.44,226.96,228.42,2503074,,,,
09 Sep 2004,238.63,238.63,224.84,226.96,2271998,,,,
10 Sep 2004,227.93,234.25,226.03,232.97,2628701,,,,
13 Sep 2004,237.21,239.29,234.21,236.68,2569811,,,,
14 Sep 2004,236.68,238.98,232.27,233.19,2169983,,,,
15 Sep 2004,238.63,238.63,232.62,234.7,2289125,,,,
16 Sep 2004,235.09,243.58,234.3,241.63,5106119,,,,
17 Sep 2004,243.05,248.26,241.41,247.02,4871881,,,,
20 Sep 2004,248.13,256,247.56,251.44,4698219,,,,
21 Sep 2004,250.91,257.9,249.23,256.66,3567161,,,,
22 Sep 2004,256.3,259.58,252.95,254.85,2645366,,,,
23 Sep 2004,256.39,258.78,251,254.18,3995412,,,,
24 Sep 2004,254.45,258.34,252.33,255.73,3480265,,,,
27 Sep 2004,256.3,257.5,253.26,255.16,2249310,,,,
28 Sep 2004,255.42,257.1,248.7,249.59,2738925,,,,
29 Sep 2004,254.54,257.19,245.43,256.17,3740289,,,,
30 Sep 2004,256.39,261.43,254.1,255.38,4766740,,,,
01 Oct 2004,260.72,260.72,247.56,258.03,7609912,,,,
04 Oct 2004,260.72,264.61,259.4,261.48,2538148,,,,
05 Oct 2004,263.38,264.61,258.25,259.44,4607230,,,,
06 Oct 2004,261.61,262.93,255.07,256.22,3211775,,,,
07 Oct 2004,258.07,266.03,256.3,265.19,5509933,,,,
08 Oct 2004,266.91,268.32,264.75,266.78,3406714,,,,
09 Oct 2004,266.51,268.15,264.26,265.54,881368,,,,
11 Oct 2004,267.71,269.74,264.08,265.14,2581757,,,,
12 Oct 2004,266.03,267.79,258.38,260.15,2794153,,,,
14 Oct 2004,259.75,259.75,248.17,251.36,3564742,,,,
15 Oct 2004,251.89,256.7,250.12,251.49,2502670,,,,
18 Oct 2004,252.77,255.33,250.56,251.49,1863475,,,,
19 Oct 2004,251.49,257.06,250.38,254.98,1983834,,,,
20 Oct 2004,256.22,257.1,251.18,252.02,2796515,,,,
21 Oct 2004,252.77,254.36,248.79,250.69,2084611,,,,
25 Oct 2004,251.44,251.89,245.61,247.07,2048456,,,,
26 Oct 2004,247.51,256.3,247.02,255.82,2912356,,,,
27 Oct 2004,256.53,260.5,255.55,257.76,2434709,,,,
28 Oct 2004,260.64,262.71,258.96,260.37,2639752,,,,
29 Oct 2004,261.61,262.85,252.46,254.23,4322149,,,,
01 Nov 2004,257.19,260.24,252.02,259.22,2971336,,,,
02 Nov 2004,260.37,261.74,258.16,258.74,1924943,,,,
03 Nov 2004,260.19,264.83,258.65,264.13,2146667,,,,
04 Nov 2004,266.03,266.91,258.56,261.34,2260982,,,,
05 Nov 2004,261.34,265.54,260.81,263.38,1643051,,,,
08 Nov 2004,265.05,269.39,263.99,266.95,2065684,,,,
09 Nov 2004,268.68,268.94,264.88,265.72,1615943,,,,
10 Nov 2004,267.79,272.52,266.03,271.82,3030679,,,,
11 Nov 2004,273.41,273.85,270.53,271.2,1469715,,,,
12 Nov 2004,271.33,274.78,270.62,271.82,754251,,,,
16 Nov 2004,272.21,274.16,268.77,273.45,1691357,,,,
17 Nov 2004,275.88,277.74,272.35,274.03,2727982,,,,
18 Nov 2004,274.78,276.63,273.58,275.35,1897892,,,,
19 Nov 2004,276.72,279.46,270.53,271.95,2253563,,,,
22 Nov 2004,269.56,275.04,267,274.11,1130982,,,,
23 Nov 2004,278.4,278.49,273.72,275.4,1315634,,,,
24 Nov 2004,275.84,277.52,273.98,276.19,1152789,,,,
25 Nov 2004,278.14,281.05,272.26,274.78,1940067,,,,
29 Nov 2004,274.86,286,273.89,285.29,2277146,,,,
30 Nov 2004,285.47,287.59,281.94,285.82,1342257,,,,
01 Dec 2004,287.24,291.13,282.29,289.71,2148747,,,,
02 Dec 2004,291.83,294.31,289.01,292.45,2422576,,,,
03 Dec 2004,292.14,292.59,287.06,289.01,1386727,,,,
06 Dec 2004,292.98,294.22,290.77,292.28,1739360,,,,
07 Dec 2004,292.54,293.42,287.33,288.7,1515522,,,,
08 Dec 2004,287.46,290.55,280.21,281.23,2041454,,,,
09 Dec 2004,282.82,283.48,277.65,282.38,1374413,,,,
10 Dec 2004,283.26,286.09,278.58,281.27,1875057,,,,
13 Dec 2004,281.05,287.02,278,285.74,1539181,,,,
14 Dec 2004,287.24,290.15,286.58,289.23,893035,,,,
15 Dec 2004,286.35,295.59,286.35,293.91,1643948,,,,
16 Dec 2004,294.71,294.75,290.82,292.1,988931,,,,
17 Dec 2004,292.1,299.08,292.1,294.71,1578087,,,,
20 Dec 2004,295.99,299.97,295.37,299.39,884045,,,,
21 Dec 2004,300.5,303.1,299.39,302.04,786351,,,,
22 Dec 2004,303.15,305.8,298.99,300.32,1335888,,,,
23 Dec 2004,300.5,307.92,297.58,305.98,1042205,,,,
24 Dec 2004,307.92,320.82,307.65,317.29,2093995,,,,
27 Dec 2004,313.75,332.05,313.75,330.59,2534598,,,,
28 Dec 2004,334.21,350.3,330.32,345.53,4833109,,,,
29 Dec 2004,348.8,350.56,339.6,341.59,2664953,,,,
30 Dec 2004,343.71,347.29,338.94,340.27,2180298,,,,
31 Dec 2004,342.92,343.63,335.94,340.66,3606671,,,,
03 Jan 2005,345.57,347.34,339.16,342.26,1711002,,,,
04 Jan 2005,343.58,345.79,339.91,341.9,1468451,,,,
05 Jan 2005,337.62,340.27,319.63,325.86,3600950,,,,
06 Jan 2005,325.6,326.13,312.43,314.11,3827858,,,,
07 Jan 2005,316.4,321.71,313.84,319.19,2754988,,,,
10 Jan 2005,324.36,324.71,315.21,316.49,1816278,,,,
11 Jan 2005,318.13,318.61,306.99,308.67,2684905,,,,
12 Jan 2005,311.1,315.43,301.51,304.16,2930916,,,,
13 Jan 2005,305.8,317.64,305.8,315.26,2502576,,,,
14 Jan 2005,316.4,316.4,306.37,308.01,1833624,,,,
17 Jan 2005,310.04,310.22,297.05,304.74,3218478,,,,
18 Jan 2005,307.57,311.32,302.09,303.99,2453486,,,,
19 Jan 2005,304.87,313.09,304.87,307.92,3015936,,,,
20 Jan 2005,309.82,312.38,299.17,310.88,5025271,,,,
24 Jan 2005,312.87,320.29,311.23,318.53,2484150,,,,
25 Jan 2005,317.38,326.13,315.83,325.24,2254276,,,,
27 Jan 2005,327.89,333.02,327.01,328.34,2482292,,,,
28 Jan 2005,329.66,336.95,327.89,336.38,2334991,,,,
31 Jan 2005,339.38,343.23,337.62,341.15,1522365,,,,
01 Feb 2005,342.74,342.83,335.94,337.88,1823592,,,,
02 Feb 2005,340.44,343.58,337.84,339.07,1287088,,,,
03 Feb 2005,339.87,351.58,339.07,349.86,2280424,,,,
04 Feb 2005,351.84,355.69,346.19,350.92,3119537,,,,
07 Feb 2005,353.52,358.83,350.87,352.91,2698548,,,,
08 Feb 2005,357.02,357.02,346.54,349.9,2303919,,,,
09 Feb 2005,352.55,356.44,351.18,353.74,1878293,,,,
10 Feb 2005,353.52,355.2,348.44,351.93,1523196,,,,
11 Feb 2005,353.52,355.16,350.96,352.55,1349474,,,,
14 Feb 2005,353.52,360.59,353.48,357.46,1704771,,,,
15 Feb 2005,358.34,359.71,353.97,355.07,1548242,,,,
16 Feb 2005,356.62,363.95,356.18,359.27,3436319,,,,
17 Feb 2005,359.71,366.78,355.82,364,4311043,,,,
18 Feb 2005,369.43,370.67,362.8,365.76,2831067,,,,
21 Feb 2005,366.78,367.66,359.49,360.99,1725508,,,,
22 Feb 2005,361.48,366.78,358.52,364.79,1823858,,,,
23 Feb 2005,365.9,368.86,362.54,365.41,1847628,,,,
24 Feb 2005,366.78,368.64,363.42,364.62,2032980,,,,
25 Feb 2005,365.5,368.06,360.51,362.19,1837354,,,,
28 Feb 2005,363.95,376.19,357.94,373.32,3169057,,,,
01 Mar 2005,375.62,377.08,366.91,372.13,1859639,,,,
02 Mar 2005,372.97,379.51,372.39,378.76,1759334,,,,
03 Mar 2005,380.04,381.85,378.27,380.52,1320015,,,,
