25 Aug 2004,299.68,299.68,244.75,246.99,17116372,,,,
26 Aug 2004,248,249.25,243.83,244.75,5055400,,,,
27 Aug 2004,245.6,245.6,239.64,240.66,3830750,,,,
30 Aug 2004,242.48,247.5,241.25,246.69,3058151,,,,
31 Aug 2004,246.63,247.5,244,247.03,2649332,,,,
01 Sep 2004,247.5,248.75,245.9,246.98,2491943,,,,
02 Sep 2004,247.48,251.15,246.5,248.41,2669544,,,,
03 Sep 2004,251.5,275,247.59,249.46,1233732,,,,
06 Sep 2004,259.98,259.98,248.23,248.71,1129834,,,,
07 Sep 2004,258.75,258.75,248.75,248.9,721529,,,,
08 Sep 2004,249,250.2,247.78,248.43,824248,,,,
09 Sep 2004,249.25,249.48,244.61,244.99,993398,,,,
10 Sep 2004,247.5,247.5,244,247.2,801884,,,,
13 Sep 2004,247.75,253.88,247.75,250.88,2613114,,,,
14 Sep 2004,251.25,254.7,250.74,253.91,1916934,,,,
15 Sep 2004,254.5,255,250.3,251.53,1498536,,,,
16 Sep 2004,251.75,253.75,250.63,252.11,919778,,,,
17 Sep 2004,253,257.48,252.58,256.13,1828487,,,,
20 Sep 2004,258.1,259.23,255.04,255.73,1069028,,,,
21 Sep 2004,256.21,262.13,255.5,261.45,1737135,,,,
22 Sep 2004,262.1,264,259.28,263.01,1921448,,,,
23 Sep 2004,262,262.25,256.75,257.56,1977460,,,,
24 Sep 2004,257.28,260,256.5,257.2,1010401,,,,
27 Sep 2004,256.88,258.13,253.75,255.19,1028689,,,,
28 Sep 2004,254,256.85,253.13,253.89,792427,,,,
29 Sep 2004,254.81,258.25,254.04,257.75,1467147,,,,
30 Sep 2004,258.9,260.23,255.16,256.78,1565179,,,,
01 Oct 2004,257.25,264.11,256.59,261.93,1371111,,,,
04 Oct 2004,264.25,270.25,263.61,269.13,1891228,,,,
05 Oct 2004,270.08,272.25,268.88,270.18,1792661,,,,
06 Oct 2004,270.25,275.7,268.76,270.4,2208833,,,,
07 Oct 2004,270.75,275,270.75,274.28,1260016,,,,
08 Oct 2004,274.5,277.75,273.75,274.51,1069865,,,,
09 Oct 2004,274.98,275.96,273.56,275.16,258539,,,,
11 Oct 2004,275,277.88,271.25,272.33,1166507,,,,
12 Oct 2004,277.5,278.75,269.41,271.11,1950064,,,,
14 Oct 2004,275.75,281,272.01,279.05,2403248,,,,
15 Oct 2004,280.43,285.25,279.31,281.5,2224968,,,,
18 Oct 2004,283.5,285.5,281.31,284.31,1711668,,,,
19 Oct 2004,285.04,287.18,284.03,285.8,1470891,,,,
20 Oct 2004,286.2,287.48,282.25,283.31,900854,,,,
