26 May 2008,449,449,275.68,302.38,3972485,,,,
27 May 2008,312.35,319.5,290.15,296.58,1751063,,,,
28 May 2008,280.83,310.95,280.83,304.08,1652355,,,,
29 May 2008,309.7,309.7,288,299.73,669269,,,,
30 May 2008,302.7,303.5,269,285.85,1262117,,,,
02 Jun 2008,302.75,307.5,285.35,290.4,206640,,,,
03 Jun 2008,298,301,277.58,289.85,157283,,,,
04 Jun 2008,298.93,298.93,273.75,276.05,326450,,,,
05 Jun 2008,276.5,294.4,266.2,281.2,238915,,,,
06 Jun 2008,283.5,287.35,272.2,284.4,73920,,,,
09 Jun 2008,287.5,287.5,262,274.4,321199,,,,
10 Jun 2008,287.75,287.75,273.5,275.2,58118,,,,
11 Jun 2008,280,280,264,265.25,87793,,,,
12 Jun 2008,255.5,263.5,255.35,259.73,50729,,,,
13 Jun 2008,257.13,262.5,250.6,252.95,123934,,,,
16 Jun 2008,255,259,244.73,247.33,61592,,,,
17 Jun 2008,245.23,255,241.3,253.35,71476,,,,
18 Jun 2008,255.05,265.5,250,258.23,105505,,,,
19 Jun 2008,250.1,263.5,250.1,256.28,140483,,,,
20 Jun 2008,253.5,259.5,246.8,256.05,76656,,,,
23 Jun 2008,250,257.45,249.5,251.15,89888,,,,
24 Jun 2008,247.5,253,235.58,239.5,174131,,,,
25 Jun 2008,225,251,225,248.65,72533,,,,
26 Jun 2008,259.95,259.95,234.53,244.48,185234,,,,
27 Jun 2008,232.95,238.43,217.5,226.98,260609,,200% Final (FV Rs.10),,
30 Jun 2008,227,229.98,222.68,225.18,115006,,,,
01 Jul 2008,225,228.5,216.5,223.55,170197,,,,
02 Jul 2008,215.08,228.98,215.08,226.75,245296,,,,
03 Jul 2008,222.5,224,195.08,204.3,308168,,,,
04 Jul 2008,201.75,216.5,200.5,210.5,62087,,,,
07 Jul 2008,212.5,220.5,212.5,217.75,130708,,,,
08 Jul 2008,209.05,219.95,207,217.25,262122,,,,
09 Jul 2008,223,228.45,220,225.88,104747,,,,
10 Jul 2008,225,266,220.53,249.23,247021,,,,
11 Jul 2008,254,254.05,241,249.98,135338,,,,
14 Jul 2008,257.5,257.5,240.5,250.83,110414,,,,
15 Jul 2008,240.18,248.9,238.5,239.93,44758,,,,
16 Jul 2008,250,250,222.08,227.5,412815,,,,
17 Jul 2008,237.5,242.48,230.5,233.8,124802,,,,
18 Jul 2008,230.5,236.5,227.5,232.05,71613,,,,
21 Jul 2008,237,252.5,235,249.45,323713,,,,
22 Jul 2008,245.08,252,242.53,247.53,25042,,,,
23 Jul 2008,257.08,264.5,249,259.5,116969,,,,
24 Jul 2008,253.1,267,253.1,260.33,26647,,,,
25 Jul 2008,251.63,262.5,251.63,254.98,54204,,,,
28 Jul 2008,250.13,262.35,250.13,257.78,30877,,,,
29 Jul 2008,253,257.5,250.68,254.7,9914,,,,
30 Jul 2008,241.98,262.48,241.98,259.88,8670,,,,
31 Jul 2008,250.58,269.5,247.3,266.85,44391,,,,
01 Aug 2008,258,266.45,253.5,258.83,238858,,,,
04 Aug 2008,255.03,262,255,259.5,14815,,,,
05 Aug 2008,252.85,265,250.5,263.3,585044,,,,
06 Aug 2008,262.55,285.7,262.55,281.13,107023,,,,
07 Aug 2008,283,287.2,272.5,280.03,55986,,,,
08 Aug 2008,275.6,284.5,274,275.95,15983,,,,
11 Aug 2008,277,288.5,276,284.68,24326,,,,
12 Aug 2008,284.93,287.45,274.25,276.68,16393,,,,
13 Aug 2008,271.5,287.5,271.13,285.45,27582,,,,
14 Aug 2008,281.03,285.5,277.58,282.93,132460,,,,
18 Aug 2008,277.43,280,266.48,275.7,104270,,,,
19 Aug 2008,277.4,277.43,266.13,273.73,20292,,,,
20 Aug 2008,268.58,286.5,268.58,272.13,25318,,,,
21 Aug 2008,267.5,277.5,256,260.08,18332,,,,
22 Aug 2008,253.05,271.5,253.05,265.93,167796,,,,
25 Aug 2008,285,285,263.58,270.95,38359,,,,
26 Aug 2008,270.5,275,265.05,274.53,410862,,,,
27 Aug 2008,277.45,292.5,274.4,289.4,473832,,,,
28 Aug 2008,288,295,282,291.85,371006,,,,
29 Aug 2008,289,295.13,284.35,294.1,133642,,,,
01 Sep 2008,292.15,295,286.33,292.9,166626,,,,
02 Sep 2008,297.15,304,293.5,301.53,331224,,,,
04 Sep 2008,296.8,309,295,305.15,238887,,,,
05 Sep 2008,304.78,307.48,295.58,303.48,126692,,,,
08 Sep 2008,306,309.45,298.03,299.45,24334,,,,
09 Sep 2008,293.58,302.5,292.6,296.08,39601,,,,
10 Sep 2008,295,312.45,293.65,309.8,217186,,,,
11 Sep 2008,308,311,305,308.6,285350,,,,
12 Sep 2008,309.98,320.95,303.8,316.2,237619,,,,
15 Sep 2008,303.35,312.23,303.35,307.63,79035,,,,
16 Sep 2008,302.63,311.25,301,310.25,71804,,,,
17 Sep 2008,304.55,312.5,293.55,304.28,96066,,,,
18 Sep 2008,286,314.75,279.5,308.58,151516,,,,
19 Sep 2008,312.5,312.5,301.15,303.9,269723,,,,
22 Sep 2008,303,309.48,301.5,303.75,60266,,,,
23 Sep 2008,305.9,305.9,293.63,302.9,164644,,,,
24 Sep 2008,296.75,305.5,280.55,290.7,228942,,,,
25 Sep 2008,284.98,304.95,280.75,299.38,91059,,,,
26 Sep 2008,293.25,299.9,293.25,295.8,114852,,,,
29 Sep 2008,295,298.93,279.5,285.5,101895,,,,
30 Sep 2008,274,304.95,267.63,297.45,260167,,,,
01 Oct 2008,300.5,308.5,285.65,300.03,54337,,,,
03 Oct 2008,290.68,299.35,285.13,288.48,54130,,,,
06 Oct 2008,278,300,278,287.15,153780,,,,
07 Oct 2008,289.53,300.5,280.1,291.33,46113,,,,
08 Oct 2008,277.5,285.98,248,272.08,86133,,,,
10 Oct 2008,250.55,262.45,212.5,231.33,208322,,,,
13 Oct 2008,228.5,263.95,225,257.25,153103,,,,
14 Oct 2008,263.5,295.33,262.5,270.3,183201,,,,
15 Oct 2008,261.53,272.5,229.75,264.6,156439,,,,
16 Oct 2008,249.65,275,249.65,267.73,179097,,,,
17 Oct 2008,257.58,274.93,253.5,261.83,25061,,,,
20 Oct 2008,272,280,255.7,270.75,176178,,,,
21 Oct 2008,268,282.5,266.9,280.45,15724,,,,
22 Oct 2008,271.75,281.95,262.48,269.38,31760,,,,
23 Oct 2008,263,272.4,251,264.98,22196,,,,
24 Oct 2008,258.03,263,228.03,232.45,232905,,,,
27 Oct 2008,227.53,240,217.5,234.1,200647,,,,
28 Oct 2008,275.95,275.95,242.5,252.68,4966,,,,
29 Oct 2008,253.5,277.5,240.5,265.53,106956,,,,
31 Oct 2008,277.5,281.5,267.6,272.45,691150,,,,
03 Nov 2008,275,275,247.5,249.23,1066998,,,,
04 Nov 2008,250,253.5,227.5,234.85,341268,,,,
05 Nov 2008,240,240,220.3,222.25,130247,,,,
06 Nov 2008,217.5,217.5,205,208.48,264965,,,,
07 Nov 2008,210,211.8,204.5,205.13,155936,,,,
10 Nov 2008,208,217.25,207.63,212.93,72681,,,,
11 Nov 2008,212.5,212.5,196,201.68,112399,,,,
12 Nov 2008,202,203.33,183.05,189.48,105527,,,,
14 Nov 2008,202,202,183,185.58,547474,,,,
17 Nov 2008,185.5,185.5,177.5,179.98,19552,,,,
18 Nov 2008,182.45,187.5,171,176.93,22889,,,,
19 Nov 2008,175,184,172.5,182.53,30174,,,,
20 Nov 2008,180,182,166.5,172.48,409423,,,,
21 Nov 2008,171,171.5,166.48,169.53,31399,,,,
24 Nov 2008,175,177,161.13,165.08,31560,,,,
25 Nov 2008,177,177,156.8,158.93,351766,,,,
26 Nov 2008,164.9,167.45,152.75,164.38,128039,,,,
28 Nov 2008,153.5,164.83,153.5,160.83,133112,,,,
01 Dec 2008,162.03,163.58,149.5,154.03,54065,,,,
02 Dec 2008,131,153.53,131,150.95,94917,,,,
03 Dec 2008,155.95,155.95,148,151.9,43065,,,,
04 Dec 2008,152.4,158.25,152.4,155.33,66125,,,,
05 Dec 2008,153.1,158.38,153.1,157.48,35909,,,,
08 Dec 2008,165.35,170.45,161.15,166.3,35849,,,,
10 Dec 2008,169.88,175.5,162.55,169.9,236991,,,,
11 Dec 2008,167.68,179,167.68,177.58,62140,,,,
12 Dec 2008,176.5,208.5,168.13,195.85,407966,,,,
15 Dec 2008,209.5,209.5,197.53,205.18,169800,,,,
16 Dec 2008,200,220,198.13,206.6,128335,,,,
17 Dec 2008,210.48,214.5,192.6,198.18,275062,,,,
18 Dec 2008,191.15,209.43,191.15,205.38,105636,,,,
19 Dec 2008,204,210.88,200.05,202.15,23434,,,,
22 Dec 2008,206,210,201.53,206.85,57361,,,,
23 Dec 2008,201.25,207,201.25,204.08,15624,,,,
24 Dec 2008,198.25,201.5,195,197.3,101475,,,,
26 Dec 2008,194.25,198,185,187.65,70943,,,,
29 Dec 2008,194.5,194.5,180.23,185,136120,,,,
30 Dec 2008,198.5,198.5,187,193.53,48801,,,,
31 Dec 2008,195.03,198.95,191,195.55,53900,,,,
01 Jan 2009,203.5,205.5,188.5,204.88,116672,,,,
02 Jan 2009,204.7,210,199,207.9,114432,,,,
05 Jan 2009,205.58,237.85,205.58,220.08,86312,,,,
06 Jan 2009,215.13,220,212,217.35,375475,,,,
07 Jan 2009,216,219.95,201.63,203.63,79083,,,,
09 Jan 2009,195,219.85,195,213.85,26601,,,,
12 Jan 2009,205.63,218,205.63,213.85,68862,,,,
13 Jan 2009,224.2,224.2,212.63,217.65,50078,,,,
14 Jan 2009,218,220,215.5,219.03,30391,,,,
15 Jan 2009,212.5,224.4,212.5,221.83,102825,,,,
16 Jan 2009,213,239.95,212.5,230.93,451327,,,,
19 Jan 2009,240,251.63,232.5,249.5,281503,,,,
20 Jan 2009,245,245,226,228.23,1011320,,,,
21 Jan 2009,229.1,229.1,220.08,226.6,49893,,,,
22 Jan 2009,234,238.85,227.95,236.13,68680,,,,
23 Jan 2009,232.03,237.5,223.95,228.78,38565,,,,
27 Jan 2009,225.03,232.98,223.5,226.55,70612,,,,
28 Jan 2009,227.5,234,225.6,231.15,13890,,,,
29 Jan 2009,235,243.98,229,238.78,76865,,,,
30 Jan 2009,236.25,242.33,231.43,237.38,38068,,,,
02 Feb 2009,235,246.85,231.53,233.23,49978,,,,
03 Feb 2009,233.5,237.5,222.1,229.95,39896,,,,
04 Feb 2009,237,237,225.55,228.6,7603,,,,
05 Feb 2009,226.5,230,220.58,228.23,17226,,,,
06 Feb 2009,223.05,230,223.05,227.43,21145,,,,
09 Feb 2009,229.5,231.43,223.15,229.2,46483,,,,
10 Feb 2009,234.93,238.5,231.18,233.28,28978,,,,
11 Feb 2009,228.05,234.35,227.03,228.2,17775,,,,
12 Feb 2009,230,242,227.1,239.13,189700,,,,
13 Feb 2009,241.5,245,236.1,238.1,36817,,,,
16 Feb 2009,237.9,245.75,231,232.45,116720,,,,
17 Feb 2009,227.55,238.98,227.55,237.88,30053,,,,
18 Feb 2009,235,252.5,230.55,247.75,173850,,,,
19 Feb 2009,250.53,254.5,246.3,248.58,179229,,,,
20 Feb 2009,244.5,250.9,240.58,249.83,36763,,,,
24 Feb 2009,242.48,249.5,241.85,246.93,273081,,,,
25 Feb 2009,243.5,255.93,243.5,254.98,119739,,,,
26 Feb 2009,255,269.5,255,263.03,80263,,,,
27 Feb 2009,267.3,269.25,259.98,267.53,66949,,,,
02 Mar 2009,262.63,267.5,246.25,253.1,107647,,,,
03 Mar 2009,251.83,251.83,241.1,243.08,104374,,,,
04 Mar 2009,243.5,248,240.58,245.43,50317,,,,
05 Mar 2009,245.03,254.5,242,243.6,110801,,,,
06 Mar 2009,242.5,246.5,238.5,243.38,18991,,,,
09 Mar 2009,247,250,239.03,247.03,42927,,,,
12 Mar 2009,248,260,245.08,258.55,99959,,,,
13 Mar 2009,270,270,257.5,260.05,224864,,,,
16 Mar 2009,262.5,269,256.63,267.8,154980,,,,
17 Mar 2009,263.05,273.5,263.05,271.25,312892,,,,
18 Mar 2009,273,292.48,273,288.8,147299,,,,
19 Mar 2009,289,291.98,277.5,280.85,77791,,,,
20 Mar 2009,275,284,265.03,279.1,159445,,,,
23 Mar 2009,289,292.5,280.5,289.88,83945,,,,
24 Mar 2009,294,303.93,292,294.28,93357,,,,
25 Mar 2009,292.48,314,286.5,307.98,112348,,,,
26 Mar 2009,312.5,318,304.4,309.68,188429,,,,
27 Mar 2009,306.75,317.5,306.75,312.2,134160,,,,
30 Mar 2009,308.5,318,296.1,305.2,120810,,,,
31 Mar 2009,307.55,320,290.5,309.23,196371,,,,
01 Apr 2009,312.18,319.55,308.5,317.2,67080,,,,
02 Apr 2009,317.5,322.55,301.15,320.38,338450,,,,
06 Apr 2009,320.5,339.75,318,327.73,137094,,,,
08 Apr 2009,316,326,315.5,317.8,119647,,,,
09 Apr 2009,321.5,325.95,301,303.58,161558,,,,
13 Apr 2009,306.5,314.35,298,302.78,145254,,,,
15 Apr 2009,267.5,318.5,267.5,317.63,362022,,,,
16 Apr 2009,320.63,332.5,319,329.43,279996,,,,
17 Apr 2009,331,338,327.55,332.73,120726,,,,
20 Apr 2009,332.5,344.9,321.53,324.15,92134,,,,
21 Apr 2009,322.5,340.5,307.78,316.15,65834,,,,
22 Apr 2009,323.5,330.53,315.08,317.2,71207,,,,
